resource,identifier,polypeptide_id
UniProt Accession,5HT2C_HUMAN,P28335
HUGO Gene Nomenclature Committee (HGNC),HGNC:5297,P46098
GenAtlas,HTR3A,P46098
GenBank Gene Database,D49394,P46098
GenBank Protein Database,681914,P46098
IUPHAR,373,P46098
UniProtKB,P46098,P46098
UniProt Accession,5HT3A_HUMAN,P46098
HUGO Gene Nomenclature Committee (HGNC),HGNC:5301,P50406
GenAtlas,HTR6,P50406
GenBank Gene Database,L41147,P50406
GenBank Protein Database,1162924,P50406
IUPHAR,11,P50406
Guide to Pharmacology,11,P50406
UniProtKB,P50406,P50406
UniProt Accession,5HT6R_HUMAN,P50406
HUGO Gene Nomenclature Committee (HGNC),HGNC:5302,P34969
GenAtlas,HTR7,P34969
GenBank Gene Database,U68487,P34969
GenBank Protein Database,1857143,P34969
IUPHAR,12,P34969
Guide to Pharmacology,12,P34969
UniProtKB,P34969,P34969
UniProt Accession,5HT7R_HUMAN,P34969
HUGO Gene Nomenclature Committee (HGNC),HGNC:5182,P35367
GenAtlas,HRH1,P35367
GenBank Gene Database,Z34897,P35367
GenBank Protein Database,510296,P35367
IUPHAR,262,P35367
Guide to Pharmacology,262,P35367
UniProtKB,P35367,P35367
UniProt Accession,HRH1_HUMAN,P35367
HUGO Gene Nomenclature Committee (HGNC),HGNC:277,P35348
GenAtlas,ADRA1A,P35348
GenBank Gene Database,D25235,P35348
GenBank Protein Database,433201,P35348
IUPHAR,22,P35348
Guide to Pharmacology,22,P35348
UniProtKB,P35348,P35348
UniProt Accession,ADA1A_HUMAN,P35348
HUGO Gene Nomenclature Committee (HGNC),HGNC:278,P35368
GenAtlas,ADRA1B,P35368
GenBank Gene Database,M99589,P35368
IUPHAR,23,P35368
Guide to Pharmacology,23,P35368
UniProtKB,P35368,P35368
UniProt Accession,ADA1B_HUMAN,P35368
HUGO Gene Nomenclature Committee (HGNC),HGNC:281,P08913
GenAtlas,ADRA2A,P08913
GenBank Gene Database,M23533,P08913
GenBank Protein Database,178196,P08913
IUPHAR,25,P08913
Guide to Pharmacology,25,P08913
UniProtKB,P08913,P08913
UniProt Accession,ADA2A_HUMAN,P08913
HUGO Gene Nomenclature Committee (HGNC),HGNC:282,P18089
GenAtlas,ADRA2B,P18089
GenBank Gene Database,M34041,P18089
GenBank Protein Database,178198,P18089
IUPHAR,26,P18089
Guide to Pharmacology,26,P18089
UniProtKB,P18089,P18089
UniProt Accession,ADA2B_HUMAN,P18089
HUGO Gene Nomenclature Committee (HGNC),HGNC:283,P18825
GenAtlas,ADRA2C,P18825
GenBank Gene Database,J03853,P18825
GenBank Protein Database,178194,P18825
IUPHAR,27,P18825
Guide to Pharmacology,27,P18825
UniProtKB,P18825,P18825
UniProt Accession,ADA2C_HUMAN,P18825
HUGO Gene Nomenclature Committee (HGNC),HGNC:1950,P11229
GenAtlas,CHRM1,P11229
GenBank Gene Database,X52068,P11229
GenBank Protein Database,34451,P11229
IUPHAR,13,P11229
Guide to Pharmacology,13,P11229
UniProtKB,P11229,P11229
UniProt Accession,ACM1_HUMAN,P11229
HUGO Gene Nomenclature Committee (HGNC),HGNC:1951,P08172
GenAtlas,CHRM2,P08172
GenBank Gene Database,M16404,P08172
GenBank Protein Database,177990,P08172
IUPHAR,14,P08172
Guide to Pharmacology,14,P08172
UniProtKB,P08172,P08172
UniProt Accession,ACM2_HUMAN,P08172
HUGO Gene Nomenclature Committee (HGNC),HGNC:1952,P20309
GenAtlas,CHRM3,P20309
GenBank Gene Database,X15266,P20309
GenBank Protein Database,32324,P20309
IUPHAR,15,P20309
Guide to Pharmacology,15,P20309
UniProtKB,P20309,P20309
UniProt Accession,ACM3_HUMAN,P20309
HUGO Gene Nomenclature Committee (HGNC),HGNC:1953,P08173
GenAtlas,CHRM4,P08173
GenBank Gene Database,M16405,P08173
GenBank Protein Database,61970253,P08173
IUPHAR,16,P08173
Guide to Pharmacology,16,P08173
UniProtKB,P08173,P08173
UniProt Accession,ACM4_HUMAN,P08173
HUGO Gene Nomenclature Committee (HGNC),HGNC:1954,P08912
GenAtlas,CHRM5,P08912
GenBank Gene Database,M80333,P08912
GenBank Protein Database,177988,P08912
IUPHAR,17,P08912
Guide to Pharmacology,17,P08912
UniProtKB,P08912,P08912
UniProt Accession,ACM5_HUMAN,P08912
HUGO Gene Nomenclature Committee (HGNC),HGNC:5294,P41595
GenAtlas,HTR2B,P41595
GenBank Gene Database,X77307,P41595
GenBank Protein Database,475198,P41595
IUPHAR,7,P41595
Guide to Pharmacology,7,P41595
UniProtKB,P41595,P41595
UniProt Accession,5HT2B_HUMAN,P41595
HUGO Gene Nomenclature Committee (HGNC),HGNC:5295,P28335
GenAtlas,HTR2C,P28335
GenBank Gene Database,M81778,P28335
GenBank Protein Database,338028,P28335
IUPHAR,8,P28335
Guide to Pharmacology,8,P28335
UniProtKB,P28335,P28335
UniProt Accession,5HT2C_HUMAN,P28335
HUGO Gene Nomenclature Committee (HGNC),HGNC:5293,P28223
GenAtlas,HTR2A,P28223
GenBank Gene Database,S42168,P28223
GenBank Protein Database,36431,P28223
IUPHAR,6,P28223
Guide to Pharmacology,6,P28223
UniProtKB,P28223,P28223
UniProt Accession,5HT2A_HUMAN,P28223
HUGO Gene Nomenclature Committee (HGNC),HGNC:5286,P08908
GenAtlas,HTR1A,P08908
GenBank Gene Database,M28269,P08908
GenBank Protein Database,189928,P08908
IUPHAR,1,P08908
Guide to Pharmacology,1,P08908
UniProtKB,P08908,P08908
UniProt Accession,5HT1A_HUMAN,P08908
HUGO Gene Nomenclature Committee (HGNC),HGNC:5302,P34969
GenAtlas,HTR7,P34969
GenBank Gene Database,U68487,P34969
GenBank Protein Database,1857143,P34969
IUPHAR,12,P34969
Guide to Pharmacology,12,P34969
UniProtKB,P34969,P34969
UniProt Accession,5HT7R_HUMAN,P34969
HUGO Gene Nomenclature Committee (HGNC),HGNC:5287,P28222
GenAtlas,HTR1B,P28222
GenBank Gene Database,D10995,P28222
GenBank Protein Database,219679,P28222
IUPHAR,2,P28222
Guide to Pharmacology,2,P28222
UniProtKB,P28222,P28222
UniProt Accession,5HT1B_HUMAN,P28222
HUGO Gene Nomenclature Committee (HGNC),HGNC:5292,P30939
GenAtlas,HTR1F,P30939
GenBank Gene Database,L05597,P30939
GenBank Protein Database,307420,P30939
IUPHAR,5,P30939
Guide to Pharmacology,5,P30939
UniProtKB,P30939,P30939
UniProt Accession,5HT1F_HUMAN,P30939
HUGO Gene Nomenclature Committee (HGNC),HGNC:5291,P28566
GenAtlas,HTR1E,P28566
GenBank Gene Database,M91467,P28566
GenBank Protein Database,177774,P28566
IUPHAR,4,P28566
Guide to Pharmacology,4,P28566
UniProtKB,P28566,P28566
UniProt Accession,5HT1E_HUMAN,P28566
HUGO Gene Nomenclature Committee (HGNC),HGNC:3023,P14416
GenAtlas,DRD2,P14416
GenBank Gene Database,M30625,P14416
GenBank Protein Database,181432,P14416
IUPHAR,215,P14416
Guide to Pharmacology,215,P14416
UniProtKB,P14416,P14416
UniProt Accession,DRD2_HUMAN,P14416
HUGO Gene Nomenclature Committee (HGNC),HGNC:5294,P41595
GenAtlas,HTR2B,P41595
GenBank Gene Database,X77307,P41595
GenBank Protein Database,475198,P41595
IUPHAR,7,P41595
Guide to Pharmacology,7,P41595
UniProtKB,P41595,P41595
UniProt Accession,5HT2B_HUMAN,P41595
HUGO Gene Nomenclature Committee (HGNC),HGNC:3024,P35462
GenAtlas,DRD3,P35462
GenBank Gene Database,U32499,P35462
GenBank Protein Database,927342,P35462
IUPHAR,216,P35462
Guide to Pharmacology,216,P35462
UniProtKB,P35462,P35462
UniProt Accession,DRD3_HUMAN,P35462
HUGO Gene Nomenclature Committee (HGNC),HGNC:5293,P28223
GenAtlas,HTR2A,P28223
GenBank Gene Database,S42168,P28223
GenBank Protein Database,36431,P28223
IUPHAR,6,P28223
Guide to Pharmacology,6,P28223
UniProtKB,P28223,P28223
UniProt Accession,5HT2A_HUMAN,P28223
HUGO Gene Nomenclature Committee (HGNC),HGNC:282,P18089
GenAtlas,ADRA2B,P18089
GenBank Gene Database,M34041,P18089
GenBank Protein Database,178198,P18089
IUPHAR,26,P18089
Guide to Pharmacology,26,P18089
UniProtKB,P18089,P18089
UniProt Accession,ADA2B_HUMAN,P18089
HUGO Gene Nomenclature Committee (HGNC),HGNC:5289,P28221
GenAtlas,HTR1D,P28221
GenBank Gene Database,M89955,P28221
GenBank Protein Database,177772,P28221
IUPHAR,3,P28221
Guide to Pharmacology,3,P28221
UniProtKB,P28221,P28221
UniProt Accession,5HT1D_HUMAN,P28221
HUGO Gene Nomenclature Committee (HGNC),HGNC:3025,P21917
GenAtlas,DRD4,P21917
GenBank Gene Database,L12398,P21917
GenBank Protein Database,291946,P21917
IUPHAR,217,P21917
Guide to Pharmacology,217,P21917
UniProtKB,P21917,P21917
UniProt Accession,DRD4_HUMAN,P21917
HUGO Gene Nomenclature Committee (HGNC),HGNC:281,P08913
GenAtlas,ADRA2A,P08913
GenBank Gene Database,M23533,P08913
GenBank Protein Database,178196,P08913
IUPHAR,25,P08913
Guide to Pharmacology,25,P08913
UniProtKB,P08913,P08913
UniProt Accession,ADA2A_HUMAN,P08913
HUGO Gene Nomenclature Committee (HGNC),HGNC:5286,P08908
GenAtlas,HTR1A,P08908
GenBank Gene Database,M28269,P08908
GenBank Protein Database,189928,P08908
IUPHAR,1,P08908
Guide to Pharmacology,1,P08908
UniProtKB,P08908,P08908
UniProt Accession,5HT1A_HUMAN,P08908
HUGO Gene Nomenclature Committee (HGNC),HGNC:283,P18825
GenAtlas,ADRA2C,P18825
GenBank Gene Database,J03853,P18825
GenBank Protein Database,178194,P18825
IUPHAR,27,P18825
Guide to Pharmacology,27,P18825
UniProtKB,P18825,P18825
UniProt Accession,ADA2C_HUMAN,P18825
HUGO Gene Nomenclature Committee (HGNC),HGNC:3026,P21918
GenAtlas,DRD5,P21918
GenBank Gene Database,X58454,P21918
GenBank Protein Database,32049,P21918
IUPHAR,218,P21918
Guide to Pharmacology,218,P21918
UniProtKB,P21918,P21918
UniProt Accession,DRD5_HUMAN,P21918
HUGO Gene Nomenclature Committee (HGNC),HGNC:3020,P21728
GenAtlas,DRD1,P21728
GenBank Gene Database,X55760,P21728
GenBank Protein Database,30397,P21728
IUPHAR,214,P21728
Guide to Pharmacology,214,P21728
UniProtKB,P21728,P21728
UniProt Accession,DRD1_HUMAN,P21728
HUGO Gene Nomenclature Committee (HGNC),HGNC:5287,P28222
GenAtlas,HTR1B,P28222
GenBank Gene Database,D10995,P28222
GenBank Protein Database,219679,P28222
IUPHAR,2,P28222
Guide to Pharmacology,2,P28222
UniProtKB,P28222,P28222
UniProt Accession,5HT1B_HUMAN,P28222
HUGO Gene Nomenclature Committee (HGNC),HGNC:5295,P28335
GenAtlas,HTR2C,P28335
GenBank Gene Database,M81778,P28335
GenBank Protein Database,338028,P28335
IUPHAR,8,P28335
Guide to Pharmacology,8,P28335
UniProtKB,P28335,P28335
UniProt Accession,5HT2C_HUMAN,P28335
HUGO Gene Nomenclature Committee (HGNC),HGNC:5302,P34969
GenAtlas,HTR7,P34969
GenBank Gene Database,U68487,P34969
GenBank Protein Database,1857143,P34969
IUPHAR,12,P34969
Guide to Pharmacology,12,P34969
UniProtKB,P34969,P34969
UniProt Accession,5HT7R_HUMAN,P34969
HUGO Gene Nomenclature Committee (HGNC),HGNC:277,P35348
GenAtlas,ADRA1A,P35348
GenBank Gene Database,D25235,P35348
GenBank Protein Database,433201,P35348
IUPHAR,22,P35348
Guide to Pharmacology,22,P35348
UniProtKB,P35348,P35348
UniProt Accession,ADA1A_HUMAN,P35348
HUGO Gene Nomenclature Committee (HGNC),HGNC:278,P35368
GenAtlas,ADRA1B,P35368
GenBank Gene Database,M99589,P35368
IUPHAR,23,P35368
Guide to Pharmacology,23,P35368
UniProtKB,P35368,P35368
UniProt Accession,ADA1B_HUMAN,P35368
HUGO Gene Nomenclature Committee (HGNC),HGNC:280,P25100
GenAtlas,ADRA1D,P25100
GenBank Gene Database,M76446,P25100
GenBank Protein Database,177807,P25100
IUPHAR,24,P25100
Guide to Pharmacology,24,P25100
UniProtKB,P25100,P25100
UniProt Accession,ADA1D_HUMAN,P25100
HUGO Gene Nomenclature Committee (HGNC),HGNC:285,P08588
GenAtlas,ADRB1,P08588
GenBank Gene Database,J03019,P08588
GenBank Protein Database,178200,P08588
IUPHAR,28,P08588
Guide to Pharmacology,28,P08588
UniProtKB,P08588,P08588
UniProt Accession,ADRB1_HUMAN,P08588
HUGO Gene Nomenclature Committee (HGNC),HGNC:286,P07550
GenAtlas,ADRB2,P07550
GenBank Gene Database,Y00106,P07550
GenBank Protein Database,29371,P07550
IUPHAR,29,P07550
Guide to Pharmacology,29,P07550
UniProtKB,P07550,P07550
UniProt Accession,ADRB2_HUMAN,P07550
HUGO Gene Nomenclature Committee (HGNC),HGNC:3020,P21728
GenAtlas,DRD1,P21728
GenBank Gene Database,X55760,P21728
GenBank Protein Database,30397,P21728
IUPHAR,214,P21728
Guide to Pharmacology,214,P21728
UniProtKB,P21728,P21728
UniProt Accession,DRD1_HUMAN,P21728
GenBank Gene Database,AF243477,Q9QNF7
GenBank Protein Database,8100965,Q9QNF7
UniProtKB,Q9QNF7,Q9QNF7
UniProt Accession,KITH_HHV1,Q9QNF7
GenBank Gene Database,U15180,P0C0X2
GenBank Protein Database,699152,P0C0X2
UniProtKB,P0C0X2,P0C0X2
UniProt Accession,DHPS2_MYCLE,P0C0X2
GenBank Gene Database,AB028658,P0C0X1
GenBank Protein Database,5832717,P0C0X1
UniProtKB,P0C0X1,P0C0X1
UniProt Accession,DHPS1_MYCLE,P0C0X1
GenBank Gene Database,X13296,P10613
GenBank Protein Database,578119,P10613
UniProtKB,P10613,P10613
UniProt Accession,CP51_CANAL,P10613
HUGO Gene Nomenclature Committee (HGNC),HGNC:10593,Q14524
GenAtlas,SCN5A,Q14524
GenBank Gene Database,M77235,Q14524
GenBank Protein Database,184039,Q14524
IUPHAR,582,Q14524
Guide to Pharmacology,582,Q14524
UniProtKB,Q14524,Q14524
UniProt Accession,SCN5A_HUMAN,Q14524
HUGO Gene Nomenclature Committee (HGNC),HGNC:10585,P35498
GenAtlas,SCN1A,P35498
GenBank Gene Database,AF225985,P35498
GenBank Protein Database,12642270,P35498
IUPHAR,578,P35498
Guide to Pharmacology,578,P35498
UniProtKB,P35498,P35498
UniProt Accession,SCN1A_HUMAN,P35498
HUGO Gene Nomenclature Committee (HGNC),HGNC:7968,O75469
GenAtlas,NR1I2,O75469
GenBank Gene Database,AF061056,O75469
GenBank Protein Database,3511138,O75469
IUPHAR,606,O75469
Guide to Pharmacology,606,O75469
UniProtKB,O75469,O75469
UniProt Accession,NR1I2_HUMAN,O75469
HUGO Gene Nomenclature Committee (HGNC),HGNC:10586,Q07699
GenBank Gene Database,L10338,Q07699
GenBank Protein Database,307415,Q07699
UniProtKB,Q07699,Q07699
UniProt Accession,SCN1B_HUMAN,Q07699
HUGO Gene Nomenclature Committee (HGNC),HGNC:10590,Q9NY46
GenAtlas,SCN3A,Q9NY46
GenBank Gene Database,AJ251507,Q9NY46
GenBank Protein Database,7414320,Q9NY46
IUPHAR,580,Q9NY46
Guide to Pharmacology,580,Q9NY46
UniProtKB,Q9NY46,Q9NY46
UniProt Accession,SCN3A_HUMAN,Q9NY46
HUGO Gene Nomenclature Committee (HGNC),HGNC:7978,P04150
GenAtlas,NR3C1,P04150
GenBank Gene Database,X03225,P04150
GenBank Protein Database,31680,P04150
IUPHAR,625,P04150
Guide to Pharmacology,625,P04150
UniProtKB,P04150,P04150
UniProt Accession,GCR_HUMAN,P04150
GenBank Gene Database,X02130,P0A7X3
GenBank Protein Database,535073,P0A7X3
UniProtKB,P0A7X3,P0A7X3
UniProt Accession,RS9_ECOLI,P0A7X3
GenBank Gene Database,X02543,P0A7V8
GenBank Protein Database,42798,P0A7V8
UniProtKB,P0A7V8,P0A7V8
UniProt Accession,RS4_ECOLI,P0A7V8
HUGO Gene Nomenclature Committee (HGNC),HGNC:18368,Q9UM07
GenAtlas,PADI4,Q9UM07
GenBank Gene Database,AB017919,Q9UM07
GenBank Protein Database,5913971,Q9UM07
UniProtKB,Q9UM07,Q9UM07
UniProt Accession,PADI4_HUMAN,Q9UM07
HUGO Gene Nomenclature Committee (HGNC),HGNC:914,P61769
GenBank Gene Database,AY187687,P61769
GenBank Protein Database,27763813,P61769
UniProtKB,P61769,P61769
UniProt Accession,B2MG_HUMAN,P61769
HUGO Gene Nomenclature Committee (HGNC),HGNC:3467,P03372
GenAtlas,ESR1,P03372
GenBank Gene Database,X03635,P03372
GenBank Protein Database,31234,P03372
IUPHAR,620,P03372
Guide to Pharmacology,620,P03372
UniProtKB,P03372,P03372
UniProt Accession,ESR1_HUMAN,P03372
HUGO Gene Nomenclature Committee (HGNC),HGNC:3474,P62508
GenAtlas,ESRRG,P62508
GenBank Gene Database,AF094518,P62508
GenBank Protein Database,4092075,P62508
IUPHAR,624,P62508
Guide to Pharmacology,624,P62508
UniProtKB,P62508,P62508
UniProt Accession,ERR3_HUMAN,P62508
HUGO Gene Nomenclature Committee (HGNC),HGNC:3468,Q92731
GenAtlas,ESR2,Q92731
GenBank Gene Database,AB006590,Q92731
GenBank Protein Database,2911152,Q92731
IUPHAR,621,Q92731
Guide to Pharmacology,621,Q92731
UniProtKB,Q92731,Q92731
UniProt Accession,ESR2_HUMAN,Q92731
HUGO Gene Nomenclature Committee (HGNC),HGNC:3471,P11474
GenBank Gene Database,X51416,P11474
GenBank Protein Database,36609,P11474
Guide to Pharmacology,622,P11474
UniProtKB,P11474,P11474
UniProt Accession,ERR1_HUMAN,P11474
HUGO Gene Nomenclature Committee (HGNC),HGNC:3473,O95718
Guide to Pharmacology,623,O95718
UniProtKB,O95718,O95718
UniProt Accession,ERR2_HUMAN,O95718
HUGO Gene Nomenclature Committee (HGNC),HGNC:7669,Q15596
GenBank Gene Database,X97674,Q15596
GenBank Protein Database,1877215,Q15596
UniProtKB,Q15596,Q15596
UniProt Accession,NCOA2_HUMAN,Q15596
HUGO Gene Nomenclature Committee (HGNC),HGNC:7968,O75469
GenAtlas,NR1I2,O75469
GenBank Gene Database,AF061056,O75469
GenBank Protein Database,3511138,O75469
IUPHAR,606,O75469
Guide to Pharmacology,606,O75469
UniProtKB,O75469,O75469
UniProt Accession,NR1I2_HUMAN,O75469
HUGO Gene Nomenclature Committee (HGNC),HGNC:644,P10275
GenAtlas,AR,P10275
GenBank Gene Database,M20132,P10275
GenBank Protein Database,178628,P10275
IUPHAR,628,P10275
Guide to Pharmacology,628,P10275
UniProtKB,P10275,P10275
UniProt Accession,ANDR_HUMAN,P10275
HUGO Gene Nomenclature Committee (HGNC),HGNC:10839,P04278
GenAtlas,SHBG,P04278
GenBank Gene Database,X16349,P04278
GenBank Protein Database,296673,P04278
UniProtKB,P04278,P04278
UniProt Accession,SHBG_HUMAN,P04278
GenBank Gene Database,X02130,P0A7X3
GenBank Protein Database,535073,P0A7X3
UniProtKB,P0A7X3,P0A7X3
UniProt Accession,RS9_ECOLI,P0A7X3
GenBank Gene Database,X02543,P0A7V8
GenBank Protein Database,42798,P0A7V8
UniProtKB,P0A7V8,P0A7V8
UniProt Accession,RS4_ECOLI,P0A7V8
GenBank Gene Database,X13296,P10613
GenBank Protein Database,578119,P10613
UniProtKB,P10613,P10613
UniProt Accession,CP51_CANAL,P10613
HUGO Gene Nomenclature Committee (HGNC),HGNC:6293,O15554
GenAtlas,KCNN4,O15554
GenBank Gene Database,AF000972,O15554
GenBank Protein Database,2584866,O15554
IUPHAR,384,O15554
Guide to Pharmacology,384,O15554
UniProtKB,O15554,O15554
UniProt Accession,KCNN4_HUMAN,O15554
HUGO Gene Nomenclature Committee (HGNC),HGNC:7968,O75469
GenAtlas,NR1I2,O75469
GenBank Gene Database,AF061056,O75469
GenBank Protein Database,3511138,O75469
IUPHAR,606,O75469
Guide to Pharmacology,606,O75469
UniProtKB,O75469,O75469
UniProt Accession,NR1I2_HUMAN,O75469
HUGO Gene Nomenclature Committee (HGNC),HGNC:7969,Q14994
GenBank Gene Database,Z30425,Q14994
GenBank Protein Database,458542,Q14994
Guide to Pharmacology,607,Q14994
UniProtKB,Q14994,Q14994
UniProt Accession,NR1I3_HUMAN,Q14994
GenBank Gene Database,X68776,P0AC13
GenBank Protein Database,41273,P0AC13
UniProtKB,P0AC13,P0AC13
UniProt Accession,DHPS_ECOLI,P0AC13
GenBank Gene Database,M58467,P0A6J8
GenBank Protein Database,145722,P0A6J8
UniProtKB,P0A6J8,P0A6J8
UniProt Accession,DDLA_ECOLI,P0A6J8
GenBank Gene Database,AF214487,Q9L888
GenBank Protein Database,6708455,Q9L888
UniProtKB,Q9L888,Q9L888
UniProt Accession,ALR_MYCAV,Q9L888
HUGO Gene Nomenclature Committee (HGNC),HGNC:8778,Q14432
GenAtlas,PDE3A,Q14432
GenBank Gene Database,M91667,Q14432
GenBank Protein Database,38201493,Q14432
Guide to Pharmacology,1298,Q14432
UniProtKB,Q14432,Q14432
UniProt Accession,PDE3A_HUMAN,Q14432
HUGO Gene Nomenclature Committee (HGNC),HGNC:4623,P00390
GenAtlas,GSR,P00390
GenBank Gene Database,X15722,P00390
GenBank Protein Database,31825,P00390
UniProtKB,P00390,P00390
UniProt Accession,GSHR_HUMAN,P00390
GenBank Gene Database,X68776,P0AC13
GenBank Protein Database,41273,P0AC13
UniProtKB,P0AC13,P0AC13
UniProt Accession,DHPS_ECOLI,P0AC13
HUGO Gene Nomenclature Committee (HGNC),HGNC:285,P08588
GenAtlas,ADRB1,P08588
GenBank Gene Database,J03019,P08588
GenBank Protein Database,178200,P08588
IUPHAR,28,P08588
Guide to Pharmacology,28,P08588
UniProtKB,P08588,P08588
UniProt Accession,ADRB1_HUMAN,P08588
HUGO Gene Nomenclature Committee (HGNC),HGNC:286,P07550
GenAtlas,ADRB2,P07550
GenBank Gene Database,Y00106,P07550
GenBank Protein Database,29371,P07550
IUPHAR,29,P07550
Guide to Pharmacology,29,P07550
UniProtKB,P07550,P07550
UniProt Accession,ADRB2_HUMAN,P07550
HUGO Gene Nomenclature Committee (HGNC),HGNC:23663,Q9BQB6
GenAtlas,VKORC1,Q9BQB6
GenBank Gene Database,AY423044,Q9BQB6
GenBank Protein Database,40217983,Q9BQB6
Guide to Pharmacology,2645,Q9BQB6
UniProtKB,Q9BQB6,Q9BQB6
UniProt Accession,VKOR1_HUMAN,Q9BQB6
HUGO Gene Nomenclature Committee (HGNC),HGNC:2874,P15559
GenAtlas,NQO1,P15559
GenBank Gene Database,J03934,P15559
GenBank Protein Database,189246,P15559
UniProtKB,P15559,P15559
UniProt Accession,NQO1_HUMAN,P15559
HUGO Gene Nomenclature Committee (HGNC),HGNC:2419,Q08257
GenAtlas,CRYZ,Q08257
GenBank Gene Database,L13278,Q08257
GenBank Protein Database,292415,Q08257
UniProtKB,Q08257,Q08257
UniProt Accession,QOR_HUMAN,Q08257
GenBank Gene Database,BA000016,Q8XJ01
GenBank Protein Database,18145626,Q8XJ01
UniProtKB,Q8XJ01,Q8XJ01
UniProt Accession,PBPA_CLOPE,Q8XJ01
GenBank Gene Database,K00137,P0AD68
UniProtKB,P0AD68,P0AD68
UniProt Accession,FTSI_ECOLI,P0AD68
HUGO Gene Nomenclature Committee (HGNC),HGNC:3024,P35462
GenAtlas,DRD3,P35462
GenBank Gene Database,U32499,P35462
GenBank Protein Database,927342,P35462
IUPHAR,216,P35462
Guide to Pharmacology,216,P35462
UniProtKB,P35462,P35462
UniProt Accession,DRD3_HUMAN,P35462
HUGO Gene Nomenclature Committee (HGNC),HGNC:3023,P14416
GenAtlas,DRD2,P14416
GenBank Gene Database,M30625,P14416
GenBank Protein Database,181432,P14416
IUPHAR,215,P14416
Guide to Pharmacology,215,P14416
UniProtKB,P14416,P14416
UniProt Accession,DRD2_HUMAN,P14416
HUGO Gene Nomenclature Committee (HGNC),HGNC:3025,P21917
GenAtlas,DRD4,P21917
GenBank Gene Database,L12398,P21917
GenBank Protein Database,291946,P21917
IUPHAR,217,P21917
Guide to Pharmacology,217,P21917
UniProtKB,P21917,P21917
UniProt Accession,DRD4_HUMAN,P21917
HUGO Gene Nomenclature Committee (HGNC),HGNC:5286,P08908
GenAtlas,HTR1A,P08908
GenBank Gene Database,M28269,P08908
GenBank Protein Database,189928,P08908
IUPHAR,1,P08908
Guide to Pharmacology,1,P08908
UniProtKB,P08908,P08908
UniProt Accession,5HT1A_HUMAN,P08908
HUGO Gene Nomenclature Committee (HGNC),HGNC:5289,P28221
GenAtlas,HTR1D,P28221
GenBank Gene Database,M89955,P28221
GenBank Protein Database,177772,P28221
IUPHAR,3,P28221
Guide to Pharmacology,3,P28221
UniProtKB,P28221,P28221
UniProt Accession,5HT1D_HUMAN,P28221
HUGO Gene Nomenclature Committee (HGNC),HGNC:5294,P41595
GenAtlas,HTR2B,P41595
GenBank Gene Database,X77307,P41595
GenBank Protein Database,475198,P41595
IUPHAR,7,P41595
Guide to Pharmacology,7,P41595
UniProtKB,P41595,P41595
UniProt Accession,5HT2B_HUMAN,P41595
HUGO Gene Nomenclature Committee (HGNC),HGNC:3020,P21728
GenAtlas,DRD1,P21728
GenBank Gene Database,X55760,P21728
GenBank Protein Database,30397,P21728
IUPHAR,214,P21728
Guide to Pharmacology,214,P21728
UniProtKB,P21728,P21728
UniProt Accession,DRD1_HUMAN,P21728
HUGO Gene Nomenclature Committee (HGNC),HGNC:3026,P21918
GenAtlas,DRD5,P21918
GenBank Gene Database,X58454,P21918
GenBank Protein Database,32049,P21918
IUPHAR,218,P21918
Guide to Pharmacology,218,P21918
UniProtKB,P21918,P21918
UniProt Accession,DRD5_HUMAN,P21918
HUGO Gene Nomenclature Committee (HGNC),HGNC:5287,P28222
GenAtlas,HTR1B,P28222
GenBank Gene Database,D10995,P28222
GenBank Protein Database,219679,P28222
IUPHAR,2,P28222
Guide to Pharmacology,2,P28222
UniProtKB,P28222,P28222
UniProt Accession,5HT1B_HUMAN,P28222
HUGO Gene Nomenclature Committee (HGNC),HGNC:5293,P28223
GenAtlas,HTR2A,P28223
GenBank Gene Database,S42168,P28223
GenBank Protein Database,36431,P28223
IUPHAR,6,P28223
Guide to Pharmacology,6,P28223
UniProtKB,P28223,P28223
UniProt Accession,5HT2A_HUMAN,P28223
HUGO Gene Nomenclature Committee (HGNC),HGNC:5295,P28335
GenAtlas,HTR2C,P28335
GenBank Gene Database,M81778,P28335
GenBank Protein Database,338028,P28335
IUPHAR,8,P28335
Guide to Pharmacology,8,P28335
UniProtKB,P28335,P28335
UniProt Accession,5HT2C_HUMAN,P28335
HUGO Gene Nomenclature Committee (HGNC),HGNC:281,P08913
GenAtlas,ADRA2A,P08913
GenBank Gene Database,M23533,P08913
GenBank Protein Database,178196,P08913
IUPHAR,25,P08913
Guide to Pharmacology,25,P08913
UniProtKB,P08913,P08913
UniProt Accession,ADA2A_HUMAN,P08913
HUGO Gene Nomenclature Committee (HGNC),HGNC:282,P18089
GenAtlas,ADRA2B,P18089
GenBank Gene Database,M34041,P18089
GenBank Protein Database,178198,P18089
IUPHAR,26,P18089
Guide to Pharmacology,26,P18089
UniProtKB,P18089,P18089
UniProt Accession,ADA2B_HUMAN,P18089
HUGO Gene Nomenclature Committee (HGNC),HGNC:283,P18825
GenAtlas,ADRA2C,P18825
GenBank Gene Database,J03853,P18825
GenBank Protein Database,178194,P18825
IUPHAR,27,P18825
Guide to Pharmacology,27,P18825
UniProtKB,P18825,P18825
UniProt Accession,ADA2C_HUMAN,P18825
HUGO Gene Nomenclature Committee (HGNC),HGNC:3467,P03372
GenAtlas,ESR1,P03372
GenBank Gene Database,X03635,P03372
