synonyms,polypeptide_id
"1.14.14.1,CYPIB1",Q16678
"1,4-cineole 2-exo-monooxygenase,1.14.13.-,CYPIIB6,Cytochrome P450 IIB1",P20813
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,Cholesterol 25-hydroxylase,CYP2C10,CYPIIC9,Cytochrome P-450MP,Cytochrome P450 MP-4,Cytochrome P450 MP-8,Cytochrome P450 PB-1,S-mephenytoin 4-hydroxylase",P11712
"1.14.13.-,4-nitrophenol 2-hydroxylase,CYP2E,CYPIIE1,Cytochrome P450-J",P05181
"1.14.14.1,CYPIIIA5,Cytochrome P450 HLp2,Cytochrome P450-PCN3",P20815
"20-HETE synthase,20-hydroxyeicosatetraenoic acid synthase,CYP4A2,CYP4AII,CYPIVA11,Cytochrome P-450HK-omega,Cytochrome P450HL-omega,Fatty acid omega-hydroxylase,Lauric acid omega-hydroxylase,Long-chain fatty acid omega-monooxygenase",Q02928
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.14.1,CYPIIIA5,Cytochrome P450 HLp2,Cytochrome P450-PCN3",P20815
"1.14.14.1,CYPIIIA7,Cytochrome P450-HFLA",P24462
"1.14.14.1,Cholesterol 25-hydroxylase,CYP2DL1,CYPIID6,Cytochrome P450-DB1,Debrisoquine 4-hydroxylase",P10635
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.14.1,CYPIIIA5,Cytochrome P450 HLp2,Cytochrome P450-PCN3",P20815
"1.14.14.1,CYPIIIA7,Cytochrome P450-HFLA",P24462
"1.14.14.1,Cholesterol 25-hydroxylase,CYPIA2,Cytochrome P(3)450,Cytochrome P450 4,Cytochrome P450-P3",P05177
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,Cholesterol 25-hydroxylase,CYP2C10,CYPIIC9,Cytochrome P-450MP,Cytochrome P450 MP-4,Cytochrome P450 MP-8,Cytochrome P450 PB-1,S-mephenytoin 4-hydroxylase",P11712
"1.14.14.1,CYPIIC8,Cytochrome P450 form 1,Cytochrome P450 IIC2,Cytochrome P450 MP-12,Cytochrome P450 MP-20,S-mephenytoin 4-hydroxylase",P10632
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,CYPIIC17,CYPIIC19,Cytochrome P450-11A,Cytochrome P450-254C,Mephenytoin 4-hydroxylase",P33261
"1.14.14.1,CYPIIC18,Cytochrome P450-6b/29c",P33260
"1,4-cineole 2-exo-monooxygenase,1.14.13.-,CYPIIB6,Cytochrome P450 IIB1",P20813
"1.14.14.1,Cholesterol 25-hydroxylase,CYP2DL1,CYPIID6,Cytochrome P450-DB1,Debrisoquine 4-hydroxylase",P10635
"1.6.2.4,CPR,CYPOR",P16435
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,CYPIIC17,CYPIIC19,Cytochrome P450-11A,Cytochrome P450-254C,Mephenytoin 4-hydroxylase",P33261
"1.14.14.1,CYPIIC8,Cytochrome P450 form 1,Cytochrome P450 IIC2,Cytochrome P450 MP-12,Cytochrome P450 MP-20,S-mephenytoin 4-hydroxylase",P10632
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,Cholesterol 25-hydroxylase,CYP2C10,CYPIIC9,Cytochrome P-450MP,Cytochrome P450 MP-4,Cytochrome P450 MP-8,Cytochrome P450 PB-1,S-mephenytoin 4-hydroxylase",P11712
"1.14.14.1,Cholesterol 25-hydroxylase,CYPIA2,Cytochrome P(3)450,Cytochrome P450 4,Cytochrome P450-P3",P05177
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,Cholesterol 25-hydroxylase,CYP2C10,CYPIIC9,Cytochrome P-450MP,Cytochrome P450 MP-4,Cytochrome P450 MP-8,Cytochrome P450 PB-1,S-mephenytoin 4-hydroxylase",P11712
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.4.3.4,MAO-A,Monoamine oxidase type A",P21397
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,Cholesterol 25-hydroxylase,CYP2C10,CYPIIC9,Cytochrome P-450MP,Cytochrome P450 MP-4,Cytochrome P450 MP-8,Cytochrome P450 PB-1,S-mephenytoin 4-hydroxylase",P11712
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,CYPIIC17,CYPIIC19,Cytochrome P450-11A,Cytochrome P450-254C,Mephenytoin 4-hydroxylase",P33261
"1.14.99.1,COX-1,COX1,Cyclooxygenase-1,PGH synthase 1,PGHS-1,PHS 1,Prostaglandin H2 synthase 1,Prostaglandin-endoperoxide synthase 1",P23219
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.14.1,CYPIIIA5,Cytochrome P450 HLp2,Cytochrome P450-PCN3",P20815
"1.14.14.1,CYPIIIA7,Cytochrome P450-HFLA",P24462
"1.14.14.1,Cholesterol 25-hydroxylase,CYPIA2,Cytochrome P(3)450,Cytochrome P450 4,Cytochrome P450-P3",P05177
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,CYPIIC17,CYPIIC19,Cytochrome P450-11A,Cytochrome P450-254C,Mephenytoin 4-hydroxylase",P33261
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,Cholesterol 25-hydroxylase,CYP2C10,CYPIIC9,Cytochrome P-450MP,Cytochrome P450 MP-4,Cytochrome P450 MP-8,Cytochrome P450 PB-1,S-mephenytoin 4-hydroxylase",P11712
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.14.1,Cholesterol 25-hydroxylase,CYP2DL1,CYPIID6,Cytochrome P450-DB1,Debrisoquine 4-hydroxylase",P10635
"1.14.14.1,Cholesterol 25-hydroxylase,CYP2DL1,CYPIID6,Cytochrome P450-DB1,Debrisoquine 4-hydroxylase",P10635
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.14.1,CYPIIIA5,Cytochrome P450 HLp2,Cytochrome P450-PCN3",P20815
"1.14.14.1,CYPIIIA7,Cytochrome P450-HFLA",P24462
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,Cholesterol 25-hydroxylase,CYP2C10,CYPIIC9,Cytochrome P-450MP,Cytochrome P450 MP-4,Cytochrome P450 MP-8,Cytochrome P450 PB-1,S-mephenytoin 4-hydroxylase",P11712
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,CYPIIC17,CYPIIC19,Cytochrome P450-11A,Cytochrome P450-254C,Mephenytoin 4-hydroxylase",P33261
"1,4-cineole 2-exo-monooxygenase,1.14.13.-,CYPIIB6,Cytochrome P450 IIB1",P20813
"1.14.14.1,CYPIA1,Cytochrome P450 form 6,Cytochrome P450-C,Cytochrome P450-P1",P04798
"1.14.14.1,Cholesterol 25-hydroxylase,CYPIA2,Cytochrome P(3)450,Cytochrome P450 4,Cytochrome P450-P3",P05177
"1.14.14.1,CYPIB1",Q16678
"1.14.13.8,Dimethylaniline oxidase 1,Fetal hepatic flavin-containing monooxygenase 1,FMO 1",Q01740
"1.14.13.8,Dimethylaniline oxidase 3,FMO 3,FMO form 2,FMO II,Hepatic flavin-containing monooxygenase 3,Trimethylamine monooxygenase",P31513
"1.14.14.1,CYPIIC8,Cytochrome P450 form 1,Cytochrome P450 IIC2,Cytochrome P450 MP-12,Cytochrome P450 MP-20,S-mephenytoin 4-hydroxylase",P10632
"ACAT,Acyl-coenzyme A:cholesterol acyltransferase,Brain carboxylesterase hBr1,Carboxylesterase 1,CE-1,CES2,Cocaine carboxylesterase,Egasyn,hCE-1,HMSE,Methylumbelliferyl-acetate deacetylase 1,Monocyte/macrophage serine esterase,REH,Retinyl ester hydrolase,Serine esterase 1,SES1,TGH,Triacylglycerol hydrolase",P23141
"1.14.14.14,ARO1,CYAR,CYP19,CYPXIX,Cytochrome P-450AROM,Cytochrome P450 19A1,Estrogen synthase",P11511
"1,4-cineole 2-exo-monooxygenase,1.14.13.-,Coumarin 7-hydroxylase,CYP2A3,CYPIIA6,Cytochrome P450 IIA3,Cytochrome P450(I)",P11509
"1.14.13.-,4-nitrophenol 2-hydroxylase,CYP2E,CYPIIE1,Cytochrome P450-J",P05181
"2.4.1.17,GNT1,UDP-glucuronosyltransferase 1-J,UDP-glucuronosyltransferase 1A10,UDPGT 1-10,UGT-1J,UGT1,UGT1J",Q9HAW8
"2.8.2.1,Aryl sulfotransferase 1,HAST1/HAST2,P-PST 1,Phenol sulfotransferase 1,Phenol-sulfating phenol sulfotransferase 1,ST1A1,ST1A3,STP,STP1,Thermostable phenol sulfotransferase,Ts-PST",P50225
"3.1.1.8,Acylcholine acylhydrolase,Butyrylcholine esterase,CHE1,Choline esterase II,Pseudocholinesterase",P06276
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,Cholesterol 25-hydroxylase,CYP2C10,CYPIIC9,Cytochrome P-450MP,Cytochrome P450 MP-4,Cytochrome P450 MP-8,Cytochrome P450 PB-1,S-mephenytoin 4-hydroxylase",P11712
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.14.1,CYPIIIA5,Cytochrome P450 HLp2,Cytochrome P450-PCN3",P20815
"1.14.14.1,CYPIIC8,Cytochrome P450 form 1,Cytochrome P450 IIC2,Cytochrome P450 MP-12,Cytochrome P450 MP-20,S-mephenytoin 4-hydroxylase",P10632
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,CYPIIC17,CYPIIC19,Cytochrome P450-11A,Cytochrome P450-254C,Mephenytoin 4-hydroxylase",P33261
"1.14.14.1,Cholesterol 25-hydroxylase,CYPIA2,Cytochrome P(3)450,Cytochrome P450 4,Cytochrome P450-P3",P05177
"2.4.1.17,Bilirubin-specific UDPGT isozyme 1,GNT1,hUG-BR1,UDP-glucuronosyltransferase 1-A,UDP-glucuronosyltransferase 1A1,UDPGT 1-1,UGT-1A,UGT1,UGT1A",P22309
"2.4.1.17,GNT1,UDP-glucuronosyltransferase 1-C,UDP-glucuronosyltransferase 1A3,UDPGT 1-3,UGT-1C,UGT1,UGT1C",P35503
"2.4.1.17,GNT1,UDP-glucuronosyltransferase 1-J,UDP-glucuronosyltransferase 1A10,UDPGT 1-10,UGT-1J,UGT1,UGT1J",Q9HAW8
"2.4.1.17,3,4-catechol estrogen-specific UDPGT,UDP-glucuronosyltransferase 2B9,UDPGT 2B7,UDPGT 2B9,UDPGTh-2,UGTB2B9",P16662
"2.4.1.17,C19-steroid-specific UDP-glucuronosyltransferase,C19-steroid-specific UDPGT,UDPGT 2B17",O75795
"1.14.14.1,Cholesterol 25-hydroxylase,CYP2DL1,CYPIID6,Cytochrome P450-DB1,Debrisoquine 4-hydroxylase",P10635
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,CYPIIC17,CYPIIC19,Cytochrome P450-11A,Cytochrome P450-254C,Mephenytoin 4-hydroxylase",P33261
"1.14.14.1,Cholesterol 25-hydroxylase,CYPIA2,Cytochrome P(3)450,Cytochrome P450 4,Cytochrome P450-P3",P05177
"1.14.14.1,CYPIIC8,Cytochrome P450 form 1,Cytochrome P450 IIC2,Cytochrome P450 MP-12,Cytochrome P450 MP-20,S-mephenytoin 4-hydroxylase",P10632
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,Cholesterol 25-hydroxylase,CYP2C10,CYPIIC9,Cytochrome P-450MP,Cytochrome P450 MP-4,Cytochrome P450 MP-8,Cytochrome P450 PB-1,S-mephenytoin 4-hydroxylase",P11712
"1.14.13.-,4-nitrophenol 2-hydroxylase,CYP2E,CYPIIE1,Cytochrome P450-J",P05181
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,Cholesterol 25-hydroxylase,CYP2C10,CYPIIC9,Cytochrome P-450MP,Cytochrome P450 MP-4,Cytochrome P450 MP-8,Cytochrome P450 PB-1,S-mephenytoin 4-hydroxylase",P11712
"1.14.14.1,Cholesterol 25-hydroxylase,CYPIA2,Cytochrome P(3)450,Cytochrome P450 4,Cytochrome P450-P3",P05177
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,CYPIIC17,CYPIIC19,Cytochrome P450-11A,Cytochrome P450-254C,Mephenytoin 4-hydroxylase",P33261
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.14.1,CYPIIC8,Cytochrome P450 form 1,Cytochrome P450 IIC2,Cytochrome P450 MP-12,Cytochrome P450 MP-20,S-mephenytoin 4-hydroxylase",P10632
"1.14.14.1,CYPIIC18,Cytochrome P450-6b/29c",P33260
"1.14.14.1,CYPIA1,Cytochrome P450 form 6,Cytochrome P450-C,Cytochrome P450-P1",P04798
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.14.1,CYPIIIA5,Cytochrome P450 HLp2,Cytochrome P450-PCN3",P20815
"1.14.14.1,CYPIIIA7,Cytochrome P450-HFLA",P24462
"1,4-cineole 2-exo-monooxygenase,1.14.13.-,CYPIIB6,Cytochrome P450 IIB1",P20813
"1.14.14.1,CYPIVB1,Cytochrome P450-HP",P13584
"2.4.1.17,Bilirubin-specific UDPGT isozyme 2,GNT1,hUG-BR2,UDP-glucuronosyltransferase 1-D,UDP-glucuronosyltransferase 1A4,UDPGT 1-4,UGT-1D,UGT1,UGT1D",P22310
"1.14.13.-,4-nitrophenol 2-hydroxylase,CYP2E,CYPIIE1,Cytochrome P450-J",P05181
"2.3.1.-,AAC(2')-Ic",P9WQG9
"2.4.1.17,Bilirubin-specific UDPGT isozyme 1,GNT1,hUG-BR1,UDP-glucuronosyltransferase 1-A,UDP-glucuronosyltransferase 1A1,UDPGT 1-1,UGT-1A,UGT1,UGT1A",P22309
"2.4.1.17,GNT1,UDP-glucuronosyltransferase 1-G,UDP-glucuronosyltransferase 1A7,UDPGT 1-7,UGT-1G,UGT1,UGT1G",Q9HAW7
"2.4.1.17,GNT1,Phenol-metabolizing UDP-glucuronosyltransferase,UDP-glucuronosyltransferase 1-F,UDP-glucuronosyltransferase 1A6,UDPGT 1-6,UGT-1F,UGT1,UGT1F",P19224
"2.4.1.17,GNT1,lugP4,UDP-glucuronosyltransferase 1-I,UDP-glucuronosyltransferase 1A9,UDPGT 1-9,UGT-1I,UGT1,UGT1I",O60656
"2.4.1.17,3,4-catechol estrogen-specific UDPGT,UDP-glucuronosyltransferase 2B9,UDPGT 2B7,UDPGT 2B9,UDPGTh-2,UGTB2B9",P16662
"2.4.1.17,GNT1,UDP-glucuronosyltransferase 1-H,UDP-glucuronosyltransferase 1A8,UDPGT 1-8,UGT-1H,UGT1,UGT1H",Q9HAW9
"2.4.1.17,GNT1,UDP-glucuronosyltransferase 1-J,UDP-glucuronosyltransferase 1A10,UDPGT 1-10,UGT-1J,UGT1,UGT1J",Q9HAW8
"ACAT,Acyl-coenzyme A:cholesterol acyltransferase,Brain carboxylesterase hBr1,Carboxylesterase 1,CE-1,CES2,Cocaine carboxylesterase,Egasyn,hCE-1,HMSE,Methylumbelliferyl-acetate deacetylase 1,Monocyte/macrophage serine esterase,REH,Retinyl ester hydrolase,Serine esterase 1,SES1,TGH,Triacylglycerol hydrolase",P23141
"3.1.1.84,Carboxylesterase 2,CE-2,hCE-2,ICE,Methylumbelliferyl-acetate deacetylase 2",O00748
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.14.1,CYPIIIA5,Cytochrome P450 HLp2,Cytochrome P450-PCN3",P20815
"1.14.14.1,CYPIIC8,Cytochrome P450 form 1,Cytochrome P450 IIC2,Cytochrome P450 MP-12,Cytochrome P450 MP-20,S-mephenytoin 4-hydroxylase",P10632
"1.14.13.-,4-nitrophenol 2-hydroxylase,CYP2E,CYPIIE1,Cytochrome P450-J",P05181
"1,4-cineole 2-exo-monooxygenase,1.14.13.-,Coumarin 7-hydroxylase,CYP2A3,CYPIIA6,Cytochrome P450 IIA3,Cytochrome P450(I)",P11509
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.14.1,CYPIA1,Cytochrome P450 form 6,Cytochrome P450-C,Cytochrome P450-P1",P04798
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.14.1,CYPIIIA5,Cytochrome P450 HLp2,Cytochrome P450-PCN3",P20815
"1.14.14.1,Cholesterol 25-hydroxylase,CYPIA2,Cytochrome P(3)450,Cytochrome P450 4,Cytochrome P450-P3",P05177
"1.14.14.1,CYPIA1,Cytochrome P450 form 6,Cytochrome P450-C,Cytochrome P450-P1",P04798
"1.14.14.1,CYPIB1",Q16678
XDHA,P47989
"1.6.2.4,CPR,CYPOR",P16435
"1.1.1.44,PGDH",P52209
"2.4.1.17,Bilirubin-specific UDPGT isozyme 1,GNT1,hUG-BR1,UDP-glucuronosyltransferase 1-A,UDP-glucuronosyltransferase 1A1,UDPGT 1-1,UGT-1A,UGT1,UGT1A",P22309
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.14.1,Cholesterol 25-hydroxylase,CYPIA2,Cytochrome P(3)450,Cytochrome P450 4,Cytochrome P450-P3",P05177
"1.14.14.1,Cholesterol 25-hydroxylase,CYPIA2,Cytochrome P(3)450,Cytochrome P450 4,Cytochrome P450-P3",P05177
"1.6.2.4,CPR,CYPOR",P16435
"1.14.14.1,Cholesterol 25-hydroxylase,CYP2DL1,CYPIID6,Cytochrome P450-DB1,Debrisoquine 4-hydroxylase",P10635
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.14.1,CYPIIIA5,Cytochrome P450 HLp2,Cytochrome P450-PCN3",P20815
"1.14.14.1,CYPIIIA7,Cytochrome P450-HFLA",P24462
"ALDOS,Aldosterone synthase,Aldosterone-synthesizing enzyme,CYPXIB2,Cytochrome P-450Aldo,Cytochrome P-450C18,Steroid 18-hydroxylase",P19099
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1,4-cineole 2-exo-monooxygenase,1.14.13.-,CYPIIB6,Cytochrome P450 IIB1",P20813
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,CYPIIC17,CYPIIC19,Cytochrome P450-11A,Cytochrome P450-254C,Mephenytoin 4-hydroxylase",P33261
"1.14.14.1,CYPIIC8,Cytochrome P450 form 1,Cytochrome P450 IIC2,Cytochrome P450 MP-12,Cytochrome P450 MP-20,S-mephenytoin 4-hydroxylase",P10632
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,Cholesterol 25-hydroxylase,CYP2C10,CYPIIC9,Cytochrome P-450MP,Cytochrome P450 MP-4,Cytochrome P450 MP-8,Cytochrome P450 PB-1,S-mephenytoin 4-hydroxylase",P11712
"1.14.14.1,Cholesterol 25-hydroxylase,CYP2DL1,CYPIID6,Cytochrome P450-DB1,Debrisoquine 4-hydroxylase",P10635
"1.14.14.1,CYPIIIA5,Cytochrome P450 HLp2,Cytochrome P450-PCN3",P20815
"1,4-alpha-D-glucan glucanohydrolase,3.2.1.1,PA",P04746
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,CYPIIC17,CYPIIC19,Cytochrome P450-11A,Cytochrome P450-254C,Mephenytoin 4-hydroxylase",P33261
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,Cholesterol 25-hydroxylase,CYP2C10,CYPIIC9,Cytochrome P-450MP,Cytochrome P450 MP-4,Cytochrome P450 MP-8,Cytochrome P450 PB-1,S-mephenytoin 4-hydroxylase",P11712
"1.14.14.1,Cholesterol 25-hydroxylase,CYP2DL1,CYPIID6,Cytochrome P450-DB1,Debrisoquine 4-hydroxylase",P10635
"1.14.13.-,4-nitrophenol 2-hydroxylase,CYP2E,CYPIIE1,Cytochrome P450-J",P05181
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"2.4.1.17,Bilirubin-specific UDPGT isozyme 1,GNT1,hUG-BR1,UDP-glucuronosyltransferase 1-A,UDP-glucuronosyltransferase 1A1,UDPGT 1-1,UGT-1A,UGT1,UGT1A",P22309
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.14.1,Cholesterol 25-hydroxylase,CYP2DL1,CYPIID6,Cytochrome P450-DB1,Debrisoquine 4-hydroxylase",P10635
"1.14.14.1,CYPIIIA5,Cytochrome P450 HLp2,Cytochrome P450-PCN3",P20815
"1.14.14.1,CYPIIIA7,Cytochrome P450-HFLA",P24462
