resource,identifier,polypeptide_id
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:9208,P16435
GenAtlas,POR,P16435
GenBank Gene Database,S90469,P16435
GenBank Protein Database,247307,P16435
UniProtKB,P16435,P16435
UniProt Accession,NCPR_HUMAN,P16435
HUGO Gene Nomenclature Committee (HGNC),HGNC:2621,P33261
GenBank Gene Database,M61854,P33261
GenBank Protein Database,181344,P33261
Guide to Pharmacology,1328,P33261
UniProtKB,P33261,P33261
UniProt Accession,CP2CJ_HUMAN,P33261
HUGO Gene Nomenclature Committee (HGNC),HGNC:2622,P10632
GenAtlas,CYP2C8,P10632
GenBank Gene Database,M17397,P10632
Guide to Pharmacology,1325,P10632
UniProtKB,P10632,P10632
UniProt Accession,CP2C8_HUMAN,P10632
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:6833,P21397
GenAtlas,MAOA,P21397
GenBank Gene Database,M68840,P21397
GenBank Protein Database,187353,P21397
Guide to Pharmacology,2489,P21397
UniProtKB,P21397,P21397
UniProt Accession,AOFA_HUMAN,P21397
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2621,P33261
GenBank Gene Database,M61854,P33261
GenBank Protein Database,181344,P33261
Guide to Pharmacology,1328,P33261
UniProtKB,P33261,P33261
UniProt Accession,CP2CJ_HUMAN,P33261
HUGO Gene Nomenclature Committee (HGNC),HGNC:9604,P23219
GenAtlas,PTGS1,P23219
GenBank Gene Database,M31822,P23219
GenBank Protein Database,387018,P23219
Guide to Pharmacology,1375,P23219
UniProtKB,P23219,P23219
UniProt Accession,PGH1_HUMAN,P23219
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2638,P20815
GenAtlas,CYP3A5,P20815
GenBank Gene Database,J04813,P20815
GenBank Protein Database,181346,P20815
Guide to Pharmacology,1338,P20815
UniProtKB,P20815,P20815
UniProt Accession,CP3A5_HUMAN,P20815
HUGO Gene Nomenclature Committee (HGNC),HGNC:2640,P24462
GenBank Gene Database,D00408,P24462
GenBank Protein Database,220149,P24462
UniProtKB,P24462,P24462
UniProt Accession,CP3A7_HUMAN,P24462
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:2621,P33261
GenBank Gene Database,M61854,P33261
GenBank Protein Database,181344,P33261
Guide to Pharmacology,1328,P33261
UniProtKB,P33261,P33261
UniProt Accession,CP2CJ_HUMAN,P33261
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2638,P20815
GenAtlas,CYP3A5,P20815
GenBank Gene Database,J04813,P20815
GenBank Protein Database,181346,P20815
Guide to Pharmacology,1338,P20815
UniProtKB,P20815,P20815
UniProt Accession,CP3A5_HUMAN,P20815
HUGO Gene Nomenclature Committee (HGNC),HGNC:2640,P24462
GenBank Gene Database,D00408,P24462
GenBank Protein Database,220149,P24462
UniProtKB,P24462,P24462
UniProt Accession,CP3A7_HUMAN,P24462
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2621,P33261
GenBank Gene Database,M61854,P33261
GenBank Protein Database,181344,P33261
Guide to Pharmacology,1328,P33261
UniProtKB,P33261,P33261
UniProt Accession,CP2CJ_HUMAN,P33261
HUGO Gene Nomenclature Committee (HGNC),HGNC:2615,P20813
GenBank Gene Database,M29874,P20813
GenBank Protein Database,181296,P20813
Guide to Pharmacology,1324,P20813
UniProtKB,P20813,P20813
UniProt Accession,CP2B6_HUMAN,P20813
HUGO Gene Nomenclature Committee (HGNC),HGNC:2595,P04798
GenBank Gene Database,K03191,P04798
GenBank Protein Database,181276,P04798
Guide to Pharmacology,1318,P04798
UniProtKB,P04798,P04798
UniProt Accession,CP1A1_HUMAN,P04798
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:2597,Q16678
GenAtlas,CYP1B1,Q16678
GenBank Gene Database,U03688,Q16678
GenBank Protein Database,501031,Q16678
Guide to Pharmacology,1320,Q16678
UniProtKB,Q16678,Q16678
UniProt Accession,CP1B1_HUMAN,Q16678
HUGO Gene Nomenclature Committee (HGNC),HGNC:3769,Q01740
GenBank Gene Database,M64082,Q01740
GenBank Protein Database,182671,Q01740
UniProtKB,Q01740,Q01740
UniProt Accession,FMO1_HUMAN,Q01740
HUGO Gene Nomenclature Committee (HGNC),HGNC:3771,P31513
GenBank Gene Database,M83772,P31513
GenBank Protein Database,188631,P31513
UniProtKB,P31513,P31513
UniProt Accession,FMO3_HUMAN,P31513
HUGO Gene Nomenclature Committee (HGNC),HGNC:2622,P10632
GenAtlas,CYP2C8,P10632
GenBank Gene Database,M17397,P10632
Guide to Pharmacology,1325,P10632
UniProtKB,P10632,P10632
UniProt Accession,CP2C8_HUMAN,P10632
HUGO Gene Nomenclature Committee (HGNC),HGNC:1863,P23141
GenAtlas,CES1,P23141
GenBank Gene Database,M73499,P23141
Guide to Pharmacology,2592,P23141
UniProtKB,P23141,P23141
UniProt Accession,EST1_HUMAN,P23141
HUGO Gene Nomenclature Committee (HGNC),HGNC:2594,P11511
GenAtlas,CYP19A1,P11511
GenBank Gene Database,M22246,P11511
GenBank Protein Database,179002,P11511
Guide to Pharmacology,1362,P11511
UniProtKB,P11511,P11511
UniProt Accession,CP19A_HUMAN,P11511
HUGO Gene Nomenclature Committee (HGNC),HGNC:2610,P11509
GenAtlas,CYP2A6,P11509
GenBank Gene Database,X13897,P11509
Guide to Pharmacology,1321,P11509
UniProtKB,P11509,P11509
UniProt Accession,CP2A6_HUMAN,P11509
HUGO Gene Nomenclature Committee (HGNC),HGNC:2631,P05181
GenBank Gene Database,J02625,P05181
GenBank Protein Database,181360,P05181
Guide to Pharmacology,1330,P05181
UniProtKB,P05181,P05181
UniProt Accession,CP2E1_HUMAN,P05181
HUGO Gene Nomenclature Committee (HGNC),HGNC:12531,Q9HAW8
GenBank Gene Database,U89508,Q9HAW8
GenBank Protein Database,2039362,Q9HAW8
UniProtKB,Q9HAW8,Q9HAW8
UniProt Accession,UD110_HUMAN,Q9HAW8
HUGO Gene Nomenclature Committee (HGNC),HGNC:11453,P50225
GenAtlas,SULT1A1,P50225
GenBank Gene Database,L10819,P50225
GenBank Protein Database,179042,P50225
UniProtKB,P50225,P50225
UniProt Accession,ST1A1_HUMAN,P50225
HUGO Gene Nomenclature Committee (HGNC),HGNC:983,P06276
GenAtlas,BCHE,P06276
GenBank Gene Database,M32391,P06276
GenBank Protein Database,1311630,P06276
Guide to Pharmacology,2471,P06276
UniProtKB,P06276,P06276
UniProt Accession,CHLE_HUMAN,P06276
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2638,P20815
GenAtlas,CYP3A5,P20815
GenBank Gene Database,J04813,P20815
GenBank Protein Database,181346,P20815
Guide to Pharmacology,1338,P20815
UniProtKB,P20815,P20815
UniProt Accession,CP3A5_HUMAN,P20815
HUGO Gene Nomenclature Committee (HGNC),HGNC:2622,P10632
GenAtlas,CYP2C8,P10632
GenBank Gene Database,M17397,P10632
Guide to Pharmacology,1325,P10632
UniProtKB,P10632,P10632
UniProt Accession,CP2C8_HUMAN,P10632
HUGO Gene Nomenclature Committee (HGNC),HGNC:2621,P33261
GenBank Gene Database,M61854,P33261
GenBank Protein Database,181344,P33261
Guide to Pharmacology,1328,P33261
UniProtKB,P33261,P33261
UniProt Accession,CP2CJ_HUMAN,P33261
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:12530,P22309
GenBank Gene Database,M57899,P22309
GenBank Protein Database,184473,P22309
UniProtKB,P22309,P22309
UniProt Accession,UD11_HUMAN,P22309
HUGO Gene Nomenclature Committee (HGNC),HGNC:12535,P35503
GenBank Gene Database,M84127,P35503
GenBank Protein Database,340135,P35503
UniProtKB,P35503,P35503
UniProt Accession,UD13_HUMAN,P35503
HUGO Gene Nomenclature Committee (HGNC),HGNC:12531,Q9HAW8
GenBank Gene Database,U89508,Q9HAW8
GenBank Protein Database,2039362,Q9HAW8
UniProtKB,Q9HAW8,Q9HAW8
UniProt Accession,UD110_HUMAN,Q9HAW8
HUGO Gene Nomenclature Committee (HGNC),HGNC:12554,P16662
GenBank Gene Database,J05428,P16662
GenBank Protein Database,340080,P16662
UniProtKB,P16662,P16662
UniProt Accession,UD2B7_HUMAN,P16662
HUGO Gene Nomenclature Committee (HGNC),HGNC:12547,O75795
GenBank Gene Database,U59209,O75795
GenBank Protein Database,3287473,O75795
UniProtKB,O75795,O75795
UniProt Accession,UDB17_HUMAN,O75795
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2621,P33261
GenBank Gene Database,M61854,P33261
GenBank Protein Database,181344,P33261
Guide to Pharmacology,1328,P33261
UniProtKB,P33261,P33261
UniProt Accession,CP2CJ_HUMAN,P33261
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:2622,P10632
GenAtlas,CYP2C8,P10632
GenBank Gene Database,M17397,P10632
Guide to Pharmacology,1325,P10632
UniProtKB,P10632,P10632
UniProt Accession,CP2C8_HUMAN,P10632
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2631,P05181
GenBank Gene Database,J02625,P05181
GenBank Protein Database,181360,P05181
Guide to Pharmacology,1330,P05181
UniProtKB,P05181,P05181
UniProt Accession,CP2E1_HUMAN,P05181
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:2621,P33261
GenBank Gene Database,M61854,P33261
GenBank Protein Database,181344,P33261
Guide to Pharmacology,1328,P33261
UniProtKB,P33261,P33261
UniProt Accession,CP2CJ_HUMAN,P33261
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2622,P10632
GenAtlas,CYP2C8,P10632
GenBank Gene Database,M17397,P10632
Guide to Pharmacology,1325,P10632
UniProtKB,P10632,P10632
UniProt Accession,CP2C8_HUMAN,P10632
HUGO Gene Nomenclature Committee (HGNC),HGNC:2620,P33260
GenBank Gene Database,M61853,P33260
Guide to Pharmacology,1327,P33260
UniProtKB,P33260,P33260
UniProt Accession,CP2CI_HUMAN,P33260
HUGO Gene Nomenclature Committee (HGNC),HGNC:2595,P04798
GenBank Gene Database,K03191,P04798
GenBank Protein Database,181276,P04798
Guide to Pharmacology,1318,P04798
UniProtKB,P04798,P04798
UniProt Accession,CP1A1_HUMAN,P04798
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2638,P20815
GenAtlas,CYP3A5,P20815
GenBank Gene Database,J04813,P20815
GenBank Protein Database,181346,P20815
Guide to Pharmacology,1338,P20815
UniProtKB,P20815,P20815
UniProt Accession,CP3A5_HUMAN,P20815
HUGO Gene Nomenclature Committee (HGNC),HGNC:2640,P24462
GenBank Gene Database,D00408,P24462
GenBank Protein Database,220149,P24462
UniProtKB,P24462,P24462
UniProt Accession,CP3A7_HUMAN,P24462
HUGO Gene Nomenclature Committee (HGNC),HGNC:2615,P20813
GenBank Gene Database,M29874,P20813
GenBank Protein Database,181296,P20813
Guide to Pharmacology,1324,P20813
UniProtKB,P20813,P20813
UniProt Accession,CP2B6_HUMAN,P20813
HUGO Gene Nomenclature Committee (HGNC),HGNC:2644,P13584
UniProtKB,P13584,P13584
UniProt Accession,CP4B1_HUMAN,P13584
HUGO Gene Nomenclature Committee (HGNC),HGNC:12536,P22310
GenBank Gene Database,M57951,P22310
GenBank Protein Database,184475,P22310
UniProtKB,P22310,P22310
UniProt Accession,UD14_HUMAN,P22310
HUGO Gene Nomenclature Committee (HGNC),HGNC:2631,P05181
GenBank Gene Database,J02625,P05181
GenBank Protein Database,181360,P05181
Guide to Pharmacology,1330,P05181
UniProtKB,P05181,P05181
UniProt Accession,CP2E1_HUMAN,P05181
UniProtKB,P9WQG9,P9WQG9
UniProt Accession,AAC2_MYCTU,P9WQG9
HUGO Gene Nomenclature Committee (HGNC),HGNC:12530,P22309
GenBank Gene Database,M57899,P22309
GenBank Protein Database,184473,P22309
UniProtKB,P22309,P22309
UniProt Accession,UD11_HUMAN,P22309
HUGO Gene Nomenclature Committee (HGNC),HGNC:12539,Q9HAW7
UniProtKB,Q9HAW7,Q9HAW7
UniProt Accession,UD17_HUMAN,Q9HAW7
HUGO Gene Nomenclature Committee (HGNC),HGNC:12538,P19224
UniProtKB,P19224,P19224
UniProt Accession,UD16_HUMAN,P19224
HUGO Gene Nomenclature Committee (HGNC),HGNC:12541,O60656
GenBank Gene Database,S55985,O60656
GenBank Protein Database,7690346,O60656
UniProtKB,O60656,O60656
UniProt Accession,UD19_HUMAN,O60656
HUGO Gene Nomenclature Committee (HGNC),HGNC:12554,P16662
GenBank Gene Database,J05428,P16662
GenBank Protein Database,340080,P16662
UniProtKB,P16662,P16662
UniProt Accession,UD2B7_HUMAN,P16662
HUGO Gene Nomenclature Committee (HGNC),HGNC:12540,Q9HAW9
GenBank Gene Database,AF030310,Q9HAW9
GenBank Protein Database,2613044,Q9HAW9
UniProtKB,Q9HAW9,Q9HAW9
UniProt Accession,UD18_HUMAN,Q9HAW9
HUGO Gene Nomenclature Committee (HGNC),HGNC:12531,Q9HAW8
GenBank Gene Database,U89508,Q9HAW8
GenBank Protein Database,2039362,Q9HAW8
UniProtKB,Q9HAW8,Q9HAW8
UniProt Accession,UD110_HUMAN,Q9HAW8
HUGO Gene Nomenclature Committee (HGNC),HGNC:1863,P23141
GenAtlas,CES1,P23141
GenBank Gene Database,M73499,P23141
Guide to Pharmacology,2592,P23141
UniProtKB,P23141,P23141
UniProt Accession,EST1_HUMAN,P23141
HUGO Gene Nomenclature Committee (HGNC),HGNC:1864,O00748
UniProtKB,O00748,O00748
UniProt Accession,EST2_HUMAN,O00748
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2638,P20815
GenAtlas,CYP3A5,P20815
GenBank Gene Database,J04813,P20815
GenBank Protein Database,181346,P20815
Guide to Pharmacology,1338,P20815
UniProtKB,P20815,P20815
UniProt Accession,CP3A5_HUMAN,P20815
HUGO Gene Nomenclature Committee (HGNC),HGNC:2622,P10632
GenAtlas,CYP2C8,P10632
GenBank Gene Database,M17397,P10632
Guide to Pharmacology,1325,P10632
UniProtKB,P10632,P10632
UniProt Accession,CP2C8_HUMAN,P10632
HUGO Gene Nomenclature Committee (HGNC),HGNC:2631,P05181
GenBank Gene Database,J02625,P05181
GenBank Protein Database,181360,P05181
Guide to Pharmacology,1330,P05181
UniProtKB,P05181,P05181
UniProt Accession,CP2E1_HUMAN,P05181
HUGO Gene Nomenclature Committee (HGNC),HGNC:2610,P11509
GenAtlas,CYP2A6,P11509
GenBank Gene Database,X13897,P11509
Guide to Pharmacology,1321,P11509
UniProtKB,P11509,P11509
UniProt Accession,CP2A6_HUMAN,P11509
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2595,P04798
GenBank Gene Database,K03191,P04798
GenBank Protein Database,181276,P04798
Guide to Pharmacology,1318,P04798
UniProtKB,P04798,P04798
UniProt Accession,CP1A1_HUMAN,P04798
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2638,P20815
GenAtlas,CYP3A5,P20815
GenBank Gene Database,J04813,P20815
GenBank Protein Database,181346,P20815
Guide to Pharmacology,1338,P20815
UniProtKB,P20815,P20815
UniProt Accession,CP3A5_HUMAN,P20815
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:2595,P04798
GenBank Gene Database,K03191,P04798
GenBank Protein Database,181276,P04798
Guide to Pharmacology,1318,P04798
UniProtKB,P04798,P04798
UniProt Accession,CP1A1_HUMAN,P04798
HUGO Gene Nomenclature Committee (HGNC),HGNC:2597,Q16678
GenAtlas,CYP1B1,Q16678
GenBank Gene Database,U03688,Q16678
GenBank Protein Database,501031,Q16678
Guide to Pharmacology,1320,Q16678
UniProtKB,Q16678,Q16678
UniProt Accession,CP1B1_HUMAN,Q16678
HUGO Gene Nomenclature Committee (HGNC),HGNC:12805,P47989
GenAtlas,XDH,P47989
GenBank Gene Database,D11456,P47989
GenBank Protein Database,10336525,P47989
Guide to Pharmacology,2646,P47989
UniProtKB,P47989,P47989
UniProt Accession,XDH_HUMAN,P47989
HUGO Gene Nomenclature Committee (HGNC),HGNC:9208,P16435
GenAtlas,POR,P16435
GenBank Gene Database,S90469,P16435
GenBank Protein Database,247307,P16435
UniProtKB,P16435,P16435
UniProt Accession,NCPR_HUMAN,P16435
HUGO Gene Nomenclature Committee (HGNC),HGNC:8891,P52209
GenBank Gene Database,U30255,P52209
GenBank Protein Database,984325,P52209
UniProtKB,P52209,P52209
UniProt Accession,6PGD_HUMAN,P52209
HUGO Gene Nomenclature Committee (HGNC),HGNC:12530,P22309
GenBank Gene Database,M57899,P22309
GenBank Protein Database,184473,P22309
UniProtKB,P22309,P22309
UniProt Accession,UD11_HUMAN,P22309
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:9208,P16435
GenAtlas,POR,P16435
GenBank Gene Database,S90469,P16435
GenBank Protein Database,247307,P16435
UniProtKB,P16435,P16435
UniProt Accession,NCPR_HUMAN,P16435
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2638,P20815
GenAtlas,CYP3A5,P20815
GenBank Gene Database,J04813,P20815
GenBank Protein Database,181346,P20815
Guide to Pharmacology,1338,P20815
UniProtKB,P20815,P20815
UniProt Accession,CP3A5_HUMAN,P20815
HUGO Gene Nomenclature Committee (HGNC),HGNC:2640,P24462
GenBank Gene Database,D00408,P24462
GenBank Protein Database,220149,P24462
UniProtKB,P24462,P24462
UniProt Accession,CP3A7_HUMAN,P24462
HUGO Gene Nomenclature Committee (HGNC),HGNC:2592,P19099
GenBank Gene Database,X54741,P19099
GenBank Protein Database,35200,P19099
Guide to Pharmacology,1360,P19099
UniProtKB,P19099,P19099
UniProt Accession,C11B2_HUMAN,P19099
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2615,P20813
GenBank Gene Database,M29874,P20813
GenBank Protein Database,181296,P20813
Guide to Pharmacology,1324,P20813
UniProtKB,P20813,P20813
UniProt Accession,CP2B6_HUMAN,P20813
HUGO Gene Nomenclature Committee (HGNC),HGNC:2621,P33261
GenBank Gene Database,M61854,P33261
GenBank Protein Database,181344,P33261
Guide to Pharmacology,1328,P33261
UniProtKB,P33261,P33261
UniProt Accession,CP2CJ_HUMAN,P33261
HUGO Gene Nomenclature Committee (HGNC),HGNC:2622,P10632
GenAtlas,CYP2C8,P10632
GenBank Gene Database,M17397,P10632
Guide to Pharmacology,1325,P10632
UniProtKB,P10632,P10632
UniProt Accession,CP2C8_HUMAN,P10632
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2638,P20815
GenAtlas,CYP3A5,P20815
GenBank Gene Database,J04813,P20815
GenBank Protein Database,181346,P20815
Guide to Pharmacology,1338,P20815
UniProtKB,P20815,P20815
UniProt Accession,CP3A5_HUMAN,P20815
