category,description,polypeptide_id
process,response to estrogen,Q92887
process,thyroid hormone transport,Q92887
component,nucleus,Q9UNQ0
component,plasma membrane,Q9UNQ0
component,mitochondrial membrane,Q9UNQ0
component,integral component of membrane,Q9UNQ0
function,transporter activity,Q9UNQ0
function,ATP binding,Q9UNQ0
function,"ATPase activity, coupled to transmembrane movement of substances",Q9UNQ0
function,xenobiotic-transporting ATPase activity,Q9UNQ0
function,heme transporter activity,Q9UNQ0
function,protein homodimerization activity,Q9UNQ0
process,transmembrane transport,Q9UNQ0
process,transport,Q9UNQ0
process,drug transmembrane transport,Q9UNQ0
process,cellular iron ion homeostasis,Q9UNQ0
process,urate metabolic process,Q9UNQ0
process,response to drug,Q9UNQ0
process,xenobiotic transport,Q9UNQ0
process,heme transport,Q9UNQ0
process,small molecule metabolic process,Q9UNQ0
component,membrane,P08183
component,plasma membrane,P08183
component,cell surface,P08183
component,integral component of membrane,P08183
component,extracellular exosome,P08183
function,transporter activity,P08183
function,ATP binding,P08183
function,xenobiotic-transporting ATPase activity,P08183
function,"ATPase activity, coupled to transmembrane movement of substances",P08183
process,transmembrane transport,P08183
process,transport,P08183
process,drug transmembrane transport,P08183
process,G2/M transition of mitotic cell cycle,P08183
process,response to drug,P08183
process,stem cell proliferation,P08183
process,small molecule metabolic process,P08183
component,plasma membrane,O76082
component,extracellular exosome,O76082
component,integral component of plasma membrane,O76082
component,apical plasma membrane,O76082
component,brush border membrane,O76082
function,ATP binding,O76082
function,drug transmembrane transporter activity,O76082
function,PDZ domain binding,O76082
function,quaternary ammonium group transmembrane transporter activity,O76082
function,symporter activity,O76082
function,carnitine transmembrane transporter activity,O76082
function,cation,O76082
process,quaternary ammonium group transport,O76082
process,quorum sensing involved in interaction with host,O76082
process,sodium ion transport,O76082
process,sodium-dependent organic cation transport,O76082
process,drug transport,O76082
process,carnitine metabolic process,O76082
process,carnitine transmembrane transport,O76082
process,transmembrane transport,O76082
process,carnitine transport,O76082
process,drug transmembrane transport,O76082
process,modified amino acid transport,O76082
process,positive regulation of intestinal epithelial structure maintenance,O76082
component,membrane,P08183
component,plasma membrane,P08183
component,cell surface,P08183
component,integral component of membrane,P08183
component,extracellular exosome,P08183
function,transporter activity,P08183
function,ATP binding,P08183
function,xenobiotic-transporting ATPase activity,P08183
function,"ATPase activity, coupled to transmembrane movement of substances",P08183
process,transmembrane transport,P08183
process,transport,P08183
process,drug transmembrane transport,P08183
process,G2/M transition of mitotic cell cycle,P08183
process,response to drug,P08183
process,stem cell proliferation,P08183
process,small molecule metabolic process,P08183
component,membrane,O15244
component,plasma membrane,O15244
component,extracellular exosome,O15244
component,integral component of plasma membrane,O15244
function,dopamine transmembrane transporter activity,O15244
function,choline transmembrane transporter activity,O15244
function,quaternary ammonium group transmembrane transporter activity,O15244
function,organic cation transmembrane transporter activity,O15244
process,dopamine transport,O15244
process,neurotransmitter biosynthetic process,O15244
process,synaptic transmission,O15244
process,neurotransmitter secretion,O15244
process,ammonium transmembrane transport,O15244
process,small molecule metabolic process,O15244
process,body fluid secretion,O15244
process,organic cation transport,O15244
process,transmembrane transport,O15244
process,choline transport,O15244
process,drug transmembrane transport,O15244
process,quaternary ammonium group transport,O15244
component,membrane,P46059
component,plasma membrane,P46059
component,integral component of plasma membrane,P46059
component,brush border,P46059
function,proton-dependent oligopeptide secondary active transmembrane transporter activity,P46059
function,peptide,P46059
process,transport,P46059
process,proton transport,P46059
process,ion transport,P46059
process,protein transport,P46059
process,digestion,P46059
process,transmembrane transport,P46059
component,plasma membrane,Q16348
component,extracellular exosome,Q16348
component,integral component of plasma membrane,Q16348
function,dipeptide transporter activity,Q16348
function,high-affinity oligopeptide transporter activity,Q16348
function,peptide,Q16348
function,antibiotic transporter activity,Q16348
process,transport,Q16348
process,proton transport,Q16348
process,ion transport,Q16348
process,protein transport,Q16348
process,drug transport,Q16348
process,transmembrane transport,Q16348
component,protein complex,Q4U2R8
component,plasma membrane,Q4U2R8
component,extracellular exosome,Q4U2R8
component,integral component of plasma membrane,Q4U2R8
component,basolateral plasma membrane,Q4U2R8
component,caveola,Q4U2R8
function,inorganic anion exchanger activity,Q4U2R8
function,organic anion transmembrane transporter activity,Q4U2R8
function,sodium-independent organic anion transmembrane transporter activity,Q4U2R8
function,chloride ion binding,Q4U2R8
process,sodium-independent organic anion transport,Q4U2R8
process,organic anion transport,Q4U2R8
process,anion transmembrane transport,Q4U2R8
process,alpha-ketoglutarate transport,Q4U2R8
process,transmembrane transport,Q4U2R8
process,renal tubular secretion,Q4U2R8
process,response to methotrexate,Q4U2R8
process,protein homooligomerization,Q4U2R8
component,membrane,O95342
component,intercellular canaliculus,O95342
component,plasma membrane,O95342
component,extracellular exosome,O95342
component,integral component of plasma membrane,O95342
component,apical part of cell,O95342
function,transporter activity,O95342
function,ATP binding,O95342
function,bile acid-exporting ATPase activity,O95342
function,canalicular bile acid transmembrane transporter activity,O95342
function,"sodium-exporting ATPase activity, phosphorylative mechanism",O95342
process,bile acid metabolic process,O95342
process,transport,O95342
process,bile acid and bile salt transport,O95342
process,small molecule metabolic process,O95342
process,canalicular bile acid transport,O95342
process,sodium ion transmembrane transport,O95342
process,bile acid biosynthetic process,O95342
component,basolateral plasma membrane,P33527
component,membrane,P33527
component,plasma membrane,P33527
component,extracellular exosome,P33527
component,integral component of plasma membrane,P33527
function,transporter activity,P33527
function,ATP binding,P33527
function,ATPase activity,P33527
function,"ATPase activity, coupled to transmembrane movement of substances",P33527
process,transmembrane transport,P33527
process,transport,P33527
process,vitamin metabolic process,P33527
process,water-soluble vitamin metabolic process,P33527
process,response to drug,P33527
process,cobalamin metabolic process,P33527
process,arachidonic acid metabolic process,P33527
process,leukotriene metabolic process,P33527
process,small molecule metabolic process,P33527
component,membrane,P08183
component,plasma membrane,P08183
component,cell surface,P08183
component,integral component of membrane,P08183
component,extracellular exosome,P08183
function,transporter activity,P08183
function,ATP binding,P08183
function,xenobiotic-transporting ATPase activity,P08183
function,"ATPase activity, coupled to transmembrane movement of substances",P08183
process,transmembrane transport,P08183
process,transport,P08183
process,drug transmembrane transport,P08183
process,G2/M transition of mitotic cell cycle,P08183
process,response to drug,P08183
process,stem cell proliferation,P08183
process,small molecule metabolic process,P08183
component,basolateral plasma membrane,P33527
component,membrane,P33527
component,plasma membrane,P33527
component,extracellular exosome,P33527
component,integral component of plasma membrane,P33527
function,transporter activity,P33527
function,ATP binding,P33527
function,ATPase activity,P33527
function,"ATPase activity, coupled to transmembrane movement of substances",P33527
process,transmembrane transport,P33527
process,transport,P33527
process,vitamin metabolic process,P33527
process,water-soluble vitamin metabolic process,P33527
process,response to drug,P33527
process,cobalamin metabolic process,P33527
process,arachidonic acid metabolic process,P33527
process,leukotriene metabolic process,P33527
process,small molecule metabolic process,P33527
component,plasma membrane,Q92887
component,cell surface,Q92887
component,integral component of plasma membrane,Q92887
component,apical plasma membrane,Q92887
function,ATP binding,Q92887
function,"ATPase activity, coupled to transmembrane movement of substances",Q92887
function,organic anion transmembrane transporter activity,Q92887
process,transport,Q92887
process,drug transmembrane transport,Q92887
process,response to methotrexate,Q92887
process,response to heat,Q92887
process,response to arsenic-containing substance,Q92887
process,response to oxidative stress,Q92887
process,cellular chloride ion homeostasis,Q92887
process,prostaglandin transport,Q92887
process,transmembrane transport,Q92887
process,response to estrogen,Q92887
process,thyroid hormone transport,Q92887
component,plasma membrane,Q5T3U5
component,integral component of membrane,Q5T3U5
component,lysosomal membrane,Q5T3U5
function,ATP binding,Q5T3U5
function,"ATPase activity, coupled to transmembrane movement of substances",Q5T3U5
process,transmembrane transport,Q5T3U5
component,basolateral plasma membrane,O95255
component,apical plasma membrane,O95255
component,lateral plasma membrane,O95255
component,nucleus,O95255
component,plasma membrane,O95255
component,endoplasmic reticulum membrane,O95255
component,integral component of membrane,O95255
function,transporter activity,O95255
function,ATP binding,O95255
function,"ATPase activity, coupled to transmembrane movement of substances",O95255
process,transport,O95255
process,response to drug,O95255
process,visual perception,O95255
process,transmembrane transport,O95255
component,membrane,O95342
component,intercellular canaliculus,O95342
component,plasma membrane,O95342
component,extracellular exosome,O95342
component,integral component of plasma membrane,O95342
component,apical part of cell,O95342
function,transporter activity,O95342
function,ATP binding,O95342
function,bile acid-exporting ATPase activity,O95342
function,canalicular bile acid transmembrane transporter activity,O95342
function,"sodium-exporting ATPase activity, phosphorylative mechanism",O95342
process,bile acid metabolic process,O95342
process,transport,O95342
process,bile acid and bile salt transport,O95342
process,small molecule metabolic process,O95342
process,canalicular bile acid transport,O95342
process,sodium ion transmembrane transport,O95342
process,bile acid biosynthetic process,O95342
component,nucleus,Q9UNQ0
component,plasma membrane,Q9UNQ0
component,mitochondrial membrane,Q9UNQ0
component,integral component of membrane,Q9UNQ0
function,transporter activity,Q9UNQ0
function,ATP binding,Q9UNQ0
function,"ATPase activity, coupled to transmembrane movement of substances",Q9UNQ0
function,xenobiotic-transporting ATPase activity,Q9UNQ0
function,heme transporter activity,Q9UNQ0
function,protein homodimerization activity,Q9UNQ0
process,transmembrane transport,Q9UNQ0
process,transport,Q9UNQ0
process,drug transmembrane transport,Q9UNQ0
process,cellular iron ion homeostasis,Q9UNQ0
process,urate metabolic process,Q9UNQ0
process,response to drug,Q9UNQ0
process,xenobiotic transport,Q9UNQ0
process,heme transport,Q9UNQ0
process,small molecule metabolic process,Q9UNQ0
component,protein complex,Q4U2R8
component,plasma membrane,Q4U2R8
component,extracellular exosome,Q4U2R8
component,integral component of plasma membrane,Q4U2R8
component,basolateral plasma membrane,Q4U2R8
component,caveola,Q4U2R8
function,inorganic anion exchanger activity,Q4U2R8
function,organic anion transmembrane transporter activity,Q4U2R8
function,sodium-independent organic anion transmembrane transporter activity,Q4U2R8
function,chloride ion binding,Q4U2R8
process,sodium-independent organic anion transport,Q4U2R8
process,organic anion transport,Q4U2R8
process,anion transmembrane transport,Q4U2R8
process,alpha-ketoglutarate transport,Q4U2R8
process,transmembrane transport,Q4U2R8
process,renal tubular secretion,Q4U2R8
process,response to methotrexate,Q4U2R8
process,protein homooligomerization,Q4U2R8
component,plasma membrane,O76082
component,extracellular exosome,O76082
component,integral component of plasma membrane,O76082
component,apical plasma membrane,O76082
component,brush border membrane,O76082
function,ATP binding,O76082
function,drug transmembrane transporter activity,O76082
function,PDZ domain binding,O76082
function,quaternary ammonium group transmembrane transporter activity,O76082
function,symporter activity,O76082
function,carnitine transmembrane transporter activity,O76082
function,cation,O76082
process,quaternary ammonium group transport,O76082
process,quorum sensing involved in interaction with host,O76082
process,sodium ion transport,O76082
process,sodium-dependent organic cation transport,O76082
process,drug transport,O76082
process,carnitine metabolic process,O76082
process,carnitine transmembrane transport,O76082
process,transmembrane transport,O76082
process,carnitine transport,O76082
process,drug transmembrane transport,O76082
process,modified amino acid transport,O76082
process,positive regulation of intestinal epithelial structure maintenance,O76082
component,plasma membrane,Q8TCC7
component,extracellular exosome,Q8TCC7
component,integral component of plasma membrane,Q8TCC7
component,basolateral plasma membrane,Q8TCC7
function,inorganic anion exchanger activity,Q8TCC7
function,sodium-independent organic anion transmembrane transporter activity,Q8TCC7
process,anion transmembrane transport,Q8TCC7
process,transmembrane transport,Q8TCC7
process,response to toxic substance,Q8TCC7
process,sodium-independent organic anion transport,Q8TCC7
component,plasma membrane,Q92887
component,cell surface,Q92887
component,integral component of plasma membrane,Q92887
component,apical plasma membrane,Q92887
function,ATP binding,Q92887
function,"ATPase activity, coupled to transmembrane movement of substances",Q92887
function,organic anion transmembrane transporter activity,Q92887
process,transport,Q92887
process,drug transmembrane transport,Q92887
process,response to methotrexate,Q92887
process,response to heat,Q92887
process,response to arsenic-containing substance,Q92887
process,response to oxidative stress,Q92887
process,cellular chloride ion homeostasis,Q92887
process,prostaglandin transport,Q92887
process,transmembrane transport,Q92887
process,response to estrogen,Q92887
process,thyroid hormone transport,Q92887
component,membrane,Q92959
component,plasma membrane,Q92959
component,integral component of plasma membrane,Q92959
function,lipid transporter activity,Q92959
function,sodium-independent organic anion transmembrane transporter activity,Q92959
function,prostaglandin transmembrane transporter activity,Q92959
process,lipid transport,Q92959
process,anion transmembrane transport,Q92959
process,transmembrane transport,Q92959
process,sodium-independent organic anion transport,Q92959
process,prostaglandin transport,Q92959
component,plasma membrane,Q9NSA0
component,extracellular exosome,Q9NSA0
component,external side of plasma membrane,Q9NSA0
component,integral component of plasma membrane,Q9NSA0
component,apical plasma membrane,Q9NSA0
function,sodium-independent organic anion transmembrane transporter activity,Q9NSA0
function,inorganic anion exchanger activity,Q9NSA0
function,organic anion transmembrane transporter activity,Q9NSA0
process,organic anion transport,Q9NSA0
process,urate metabolic process,Q9NSA0
process,anion transmembrane transport,Q9NSA0
process,transmembrane transport,Q9NSA0
process,sodium-independent organic anion transport,Q9NSA0
component,membrane,P08183
component,plasma membrane,P08183
component,cell surface,P08183
component,integral component of membrane,P08183
component,extracellular exosome,P08183
function,transporter activity,P08183
function,ATP binding,P08183
function,xenobiotic-transporting ATPase activity,P08183
function,"ATPase activity, coupled to transmembrane movement of substances",P08183
process,transmembrane transport,P08183
process,transport,P08183
process,drug transmembrane transport,P08183
process,G2/M transition of mitotic cell cycle,P08183
process,response to drug,P08183
process,stem cell proliferation,P08183
process,small molecule metabolic process,P08183
component,nucleus,Q9UNQ0
component,plasma membrane,Q9UNQ0
component,mitochondrial membrane,Q9UNQ0
component,integral component of membrane,Q9UNQ0
function,transporter activity,Q9UNQ0
function,ATP binding,Q9UNQ0
function,"ATPase activity, coupled to transmembrane movement of substances",Q9UNQ0
function,xenobiotic-transporting ATPase activity,Q9UNQ0
function,heme transporter activity,Q9UNQ0
function,protein homodimerization activity,Q9UNQ0
process,transmembrane transport,Q9UNQ0
process,transport,Q9UNQ0
process,drug transmembrane transport,Q9UNQ0
process,cellular iron ion homeostasis,Q9UNQ0
process,urate metabolic process,Q9UNQ0
process,response to drug,Q9UNQ0
process,xenobiotic transport,Q9UNQ0
process,heme transport,Q9UNQ0
process,small molecule metabolic process,Q9UNQ0
component,membrane,P08183
component,plasma membrane,P08183
component,cell surface,P08183
component,integral component of membrane,P08183
component,extracellular exosome,P08183
function,transporter activity,P08183
function,ATP binding,P08183
function,xenobiotic-transporting ATPase activity,P08183
function,"ATPase activity, coupled to transmembrane movement of substances",P08183
process,transmembrane transport,P08183
process,transport,P08183
process,drug transmembrane transport,P08183
process,G2/M transition of mitotic cell cycle,P08183
process,response to drug,P08183
process,stem cell proliferation,P08183
process,small molecule metabolic process,P08183
component,basolateral plasma membrane,P33527
component,membrane,P33527
component,plasma membrane,P33527
component,extracellular exosome,P33527
component,integral component of plasma membrane,P33527
function,transporter activity,P33527
function,ATP binding,P33527
function,ATPase activity,P33527
function,"ATPase activity, coupled to transmembrane movement of substances",P33527
process,transmembrane transport,P33527
process,transport,P33527
process,vitamin metabolic process,P33527
process,water-soluble vitamin metabolic process,P33527
process,response to drug,P33527
process,cobalamin metabolic process,P33527
process,arachidonic acid metabolic process,P33527
process,leukotriene metabolic process,P33527
process,small molecule metabolic process,P33527
component,protein complex,Q4U2R8
component,plasma membrane,Q4U2R8
component,extracellular exosome,Q4U2R8
component,integral component of plasma membrane,Q4U2R8
component,basolateral plasma membrane,Q4U2R8
component,caveola,Q4U2R8
function,inorganic anion exchanger activity,Q4U2R8
function,organic anion transmembrane transporter activity,Q4U2R8
function,sodium-independent organic anion transmembrane transporter activity,Q4U2R8
function,chloride ion binding,Q4U2R8
process,sodium-independent organic anion transport,Q4U2R8
process,organic anion transport,Q4U2R8
process,anion transmembrane transport,Q4U2R8
process,alpha-ketoglutarate transport,Q4U2R8
process,transmembrane transport,Q4U2R8
process,renal tubular secretion,Q4U2R8
process,response to methotrexate,Q4U2R8
process,protein homooligomerization,Q4U2R8
component,basolateral plasma membrane,P33527
component,membrane,P33527
component,plasma membrane,P33527
component,extracellular exosome,P33527
component,integral component of plasma membrane,P33527
function,transporter activity,P33527
function,ATP binding,P33527
function,ATPase activity,P33527
function,"ATPase activity, coupled to transmembrane movement of substances",P33527
process,transmembrane transport,P33527
process,transport,P33527
process,vitamin metabolic process,P33527
process,water-soluble vitamin metabolic process,P33527
process,response to drug,P33527
process,cobalamin metabolic process,P33527
process,arachidonic acid metabolic process,P33527
process,leukotriene metabolic process,P33527
process,small molecule metabolic process,P33527
component,protein complex,Q4U2R8
component,plasma membrane,Q4U2R8
component,extracellular exosome,Q4U2R8
component,integral component of plasma membrane,Q4U2R8
component,basolateral plasma membrane,Q4U2R8
component,caveola,Q4U2R8
function,inorganic anion exchanger activity,Q4U2R8
function,organic anion transmembrane transporter activity,Q4U2R8
function,sodium-independent organic anion transmembrane transporter activity,Q4U2R8
function,chloride ion binding,Q4U2R8
process,sodium-independent organic anion transport,Q4U2R8
process,organic anion transport,Q4U2R8
process,anion transmembrane transport,Q4U2R8
process,alpha-ketoglutarate transport,Q4U2R8
process,transmembrane transport,Q4U2R8
process,renal tubular secretion,Q4U2R8
process,response to methotrexate,Q4U2R8
process,protein homooligomerization,Q4U2R8
component,nucleus,Q9UNQ0
component,plasma membrane,Q9UNQ0
component,mitochondrial membrane,Q9UNQ0
component,integral component of membrane,Q9UNQ0
function,transporter activity,Q9UNQ0
function,ATP binding,Q9UNQ0
function,"ATPase activity, coupled to transmembrane movement of substances",Q9UNQ0
function,xenobiotic-transporting ATPase activity,Q9UNQ0
function,heme transporter activity,Q9UNQ0
function,protein homodimerization activity,Q9UNQ0
process,transmembrane transport,Q9UNQ0
process,transport,Q9UNQ0
process,drug transmembrane transport,Q9UNQ0
process,cellular iron ion homeostasis,Q9UNQ0
process,urate metabolic process,Q9UNQ0
process,response to drug,Q9UNQ0
process,xenobiotic transport,Q9UNQ0
process,heme transport,Q9UNQ0
process,small molecule metabolic process,Q9UNQ0
component,membrane,O15245
component,plasma membrane,O15245
component,integral component of plasma membrane,O15245
component,basolateral plasma membrane,O15245
function,dopamine transmembrane transporter activity,O15245
function,secondary active organic cation transmembrane transporter activity,O15245
function,quaternary ammonium group transmembrane transporter activity,O15245
function,organic cation transmembrane transporter activity,O15245
function,acetylcholine transmembrane transporter activity,O15245
function,norepinephrine transmembrane transporter activity,O15245
process,epinephrine transport,O15245
process,establishment or maintenance of transmembrane electrochemical gradient,O15245
process,neurotransmitter transport,O15245
process,protein homooligomerization,O15245
process,norepinephrine transport,O15245
process,small molecule metabolic process,O15245
process,ammonium transmembrane transport,O15245
process,transmembrane transport,O15245
process,organic cation transport,O15245
process,drug transmembrane transport,O15245
process,quaternary ammonium group transport,O15245
process,dopamine transport,O15245
component,membrane,O15244
component,plasma membrane,O15244
component,extracellular exosome,O15244
component,integral component of plasma membrane,O15244
function,dopamine transmembrane transporter activity,O15244
function,choline transmembrane transporter activity,O15244
function,quaternary ammonium group transmembrane transporter activity,O15244
function,organic cation transmembrane transporter activity,O15244
process,dopamine transport,O15244
process,neurotransmitter biosynthetic process,O15244
process,synaptic transmission,O15244
process,neurotransmitter secretion,O15244
process,ammonium transmembrane transport,O15244
process,small molecule metabolic process,O15244
process,body fluid secretion,O15244
process,organic cation transport,O15244
process,transmembrane transport,O15244
process,choline transport,O15244
process,drug transmembrane transport,O15244
process,quaternary ammonium group transport,O15244
component,membrane,O75751
component,plasma membrane,O75751
component,integral component of plasma membrane,O75751
function,dopamine transmembrane transporter activity,O75751
function,toxin transporter activity,O75751
function,organic cation transmembrane transporter activity,O75751
function,quaternary ammonium group transmembrane transporter activity,O75751
process,ammonium transmembrane transport,O75751
process,small molecule metabolic process,O75751
process,organic cation transport,O75751
process,transmembrane transport,O75751
process,regulation of appetite,O75751
process,histamine uptake,O75751
process,drug transmembrane transport,O75751
process,quaternary ammonium group transport,O75751
process,dopamine transport,O75751
process,mitophagy in response to mitochondrial depolarization,O75751
component,membrane,P08183
component,plasma membrane,P08183
component,cell surface,P08183
component,integral component of membrane,P08183
component,extracellular exosome,P08183
function,transporter activity,P08183
function,ATP binding,P08183
function,xenobiotic-transporting ATPase activity,P08183
function,"ATPase activity, coupled to transmembrane movement of substances",P08183
process,transmembrane transport,P08183
process,transport,P08183
process,drug transmembrane transport,P08183
process,G2/M transition of mitotic cell cycle,P08183
process,response to drug,P08183
process,stem cell proliferation,P08183
process,small molecule metabolic process,P08183
component,membrane,O15439
component,platelet dense granule membrane,O15439
component,plasma membrane,O15439
component,integral component of membrane,O15439
component,basolateral plasma membrane,O15439
function,15-hydroxyprostaglandin dehydrogenase (NAD+) activity,O15439
function,ATP binding,O15439
function,"ATPase activity, coupled to transmembrane movement of substances",O15439
process,blood coagulation,O15439
process,platelet activation,O15439
process,transmembrane transport,O15439
process,oxidation-reduction process,O15439
process,platelet degranulation,O15439
component,membrane,O15438
component,plasma membrane,O15438
component,integral component of plasma membrane,O15438
function,ATP binding,O15438
function,"ATPase activity, coupled to transmembrane movement of substances",O15438
function,organic anion transmembrane transporter activity,O15438
process,transport,O15438
process,small molecule metabolic process,O15438
process,transmembrane transport,O15438
process,bile acid metabolic process,O15438
process,bile acid and bile salt transport,O15438
component,plasma membrane,Q92887
component,cell surface,Q92887
component,integral component of plasma membrane,Q92887
component,apical plasma membrane,Q92887
function,ATP binding,Q92887
function,"ATPase activity, coupled to transmembrane movement of substances",Q92887
function,organic anion transmembrane transporter activity,Q92887
process,transport,Q92887
process,drug transmembrane transport,Q92887
process,response to methotrexate,Q92887
process,response to heat,Q92887
process,response to arsenic-containing substance,Q92887
process,response to oxidative stress,Q92887
process,cellular chloride ion homeostasis,Q92887
process,prostaglandin transport,Q92887
process,transmembrane transport,Q92887
process,response to estrogen,Q92887
process,thyroid hormone transport,Q92887
component,membrane,O15439
component,platelet dense granule membrane,O15439
component,plasma membrane,O15439
component,integral component of membrane,O15439
component,basolateral plasma membrane,O15439
function,15-hydroxyprostaglandin dehydrogenase (NAD+) activity,O15439
function,ATP binding,O15439
function,"ATPase activity, coupled to transmembrane movement of substances",O15439
process,blood coagulation,O15439
process,platelet activation,O15439
process,transmembrane transport,O15439
process,oxidation-reduction process,O15439
process,platelet degranulation,O15439
component,protein complex,Q4U2R8
component,plasma membrane,Q4U2R8
component,extracellular exosome,Q4U2R8
component,integral component of plasma membrane,Q4U2R8
component,basolateral plasma membrane,Q4U2R8
component,caveola,Q4U2R8
function,inorganic anion exchanger activity,Q4U2R8
function,organic anion transmembrane transporter activity,Q4U2R8
function,sodium-independent organic anion transmembrane transporter activity,Q4U2R8
function,chloride ion binding,Q4U2R8
process,sodium-independent organic anion transport,Q4U2R8
process,organic anion transport,Q4U2R8
process,anion transmembrane transport,Q4U2R8
process,alpha-ketoglutarate transport,Q4U2R8
process,transmembrane transport,Q4U2R8
process,renal tubular secretion,Q4U2R8
process,response to methotrexate,Q4U2R8
process,protein homooligomerization,Q4U2R8
component,membrane,P46059
component,plasma membrane,P46059
component,integral component of plasma membrane,P46059
component,brush border,P46059
function,proton-dependent oligopeptide secondary active transmembrane transporter activity,P46059
function,peptide,P46059
process,transport,P46059
process,proton transport,P46059
process,ion transport,P46059
process,protein transport,P46059
process,digestion,P46059
process,transmembrane transport,P46059
component,plasma membrane,Q16348
component,extracellular exosome,Q16348
component,integral component of plasma membrane,Q16348
function,dipeptide transporter activity,Q16348
function,high-affinity oligopeptide transporter activity,Q16348
function,peptide,Q16348
function,antibiotic transporter activity,Q16348
process,transport,Q16348
process,proton transport,Q16348
process,ion transport,Q16348
process,protein transport,Q16348
process,drug transport,Q16348
process,transmembrane transport,Q16348
component,membrane,P08183
component,plasma membrane,P08183
component,cell surface,P08183
component,integral component of membrane,P08183
component,extracellular exosome,P08183
function,transporter activity,P08183
function,ATP binding,P08183
function,xenobiotic-transporting ATPase activity,P08183
function,"ATPase activity, coupled to transmembrane movement of substances",P08183
process,transmembrane transport,P08183
process,transport,P08183
process,drug transmembrane transport,P08183
process,G2/M transition of mitotic cell cycle,P08183
process,response to drug,P08183
process,stem cell proliferation,P08183
process,small molecule metabolic process,P08183
component,membrane,P08183
component,plasma membrane,P08183
component,cell surface,P08183
component,integral component of membrane,P08183
component,extracellular exosome,P08183
function,transporter activity,P08183
function,ATP binding,P08183
function,xenobiotic-transporting ATPase activity,P08183
function,"ATPase activity, coupled to transmembrane movement of substances",P08183
process,transmembrane transport,P08183
process,transport,P08183
process,drug transmembrane transport,P08183
process,G2/M transition of mitotic cell cycle,P08183
process,response to drug,P08183
process,stem cell proliferation,P08183
process,small molecule metabolic process,P08183
component,protein complex,Q4U2R8
component,plasma membrane,Q4U2R8
component,extracellular exosome,Q4U2R8
component,integral component of plasma membrane,Q4U2R8
component,basolateral plasma membrane,Q4U2R8
component,caveola,Q4U2R8
function,inorganic anion exchanger activity,Q4U2R8
function,organic anion transmembrane transporter activity,Q4U2R8
function,sodium-independent organic anion transmembrane transporter activity,Q4U2R8
function,chloride ion binding,Q4U2R8
process,sodium-independent organic anion transport,Q4U2R8
process,organic anion transport,Q4U2R8
process,anion transmembrane transport,Q4U2R8
process,alpha-ketoglutarate transport,Q4U2R8
process,transmembrane transport,Q4U2R8
process,renal tubular secretion,Q4U2R8
process,response to methotrexate,Q4U2R8
process,protein homooligomerization,Q4U2R8
component,membrane,O15439
component,platelet dense granule membrane,O15439
component,plasma membrane,O15439
component,integral component of membrane,O15439
component,basolateral plasma membrane,O15439
function,15-hydroxyprostaglandin dehydrogenase (NAD+) activity,O15439
function,ATP binding,O15439
function,"ATPase activity, coupled to transmembrane movement of substances",O15439
process,blood coagulation,O15439
process,platelet activation,O15439
process,transmembrane transport,O15439
process,oxidation-reduction process,O15439
process,platelet degranulation,O15439
component,membrane,O15440
component,plasma membrane,O15440
component,integral component of plasma membrane,O15440
function,ATP binding,O15440
function,"ATPase activity, coupled to transmembrane movement of substances",O15440
function,organic anion transmembrane transporter activity,O15440
process,transport,O15440
process,hyaluronan metabolic process,O15440
process,hyaluronan biosynthetic process,O15440
process,small molecule metabolic process,O15440
process,carbohydrate metabolic process,O15440
process,transmembrane transport,O15440
process,glycosaminoglycan metabolic process,O15440
component,membrane,O75751
component,plasma membrane,O75751
component,integral component of plasma membrane,O75751
function,dopamine transmembrane transporter activity,O75751
function,toxin transporter activity,O75751
function,organic cation transmembrane transporter activity,O75751
function,quaternary ammonium group transmembrane transporter activity,O75751
process,ammonium transmembrane transport,O75751
process,small molecule metabolic process,O75751
process,organic cation transport,O75751
process,transmembrane transport,O75751
process,regulation of appetite,O75751
process,histamine uptake,O75751
process,drug transmembrane transport,O75751
process,quaternary ammonium group transport,O75751
process,dopamine transport,O75751
process,mitophagy in response to mitochondrial depolarization,O75751
component,membrane,P08183
component,plasma membrane,P08183
component,cell surface,P08183
component,integral component of membrane,P08183
component,extracellular exosome,P08183
function,transporter activity,P08183
function,ATP binding,P08183
function,xenobiotic-transporting ATPase activity,P08183
function,"ATPase activity, coupled to transmembrane movement of substances",P08183
process,transmembrane transport,P08183
process,transport,P08183
process,drug transmembrane transport,P08183
process,G2/M transition of mitotic cell cycle,P08183
process,response to drug,P08183
process,stem cell proliferation,P08183
process,small molecule metabolic process,P08183
component,membrane,O15245
component,plasma membrane,O15245
component,integral component of plasma membrane,O15245
component,basolateral plasma membrane,O15245
function,dopamine transmembrane transporter activity,O15245
function,secondary active organic cation transmembrane transporter activity,O15245
function,quaternary ammonium group transmembrane transporter activity,O15245
function,organic cation transmembrane transporter activity,O15245
function,acetylcholine transmembrane transporter activity,O15245
function,norepinephrine transmembrane transporter activity,O15245
process,epinephrine transport,O15245
process,establishment or maintenance of transmembrane electrochemical gradient,O15245
process,neurotransmitter transport,O15245
process,protein homooligomerization,O15245
process,norepinephrine transport,O15245
process,small molecule metabolic process,O15245
process,ammonium transmembrane transport,O15245
process,transmembrane transport,O15245
process,organic cation transport,O15245
process,drug transmembrane transport,O15245
