synonyms,polypeptide_id
"Amino acid transport system xc-,Calcium channel blocker resistance protein CCBR1,Solute carrier family 7 member 11,xCT",Q9UPY5
"GR,GRL,Nuclear receptor subfamily 3 group C member 1",P04150
"Annexin I,Annexin-1,ANX1,Calpactin II,Calpactin-2,Chromobindin-9,Lipocortin I,LPC1,p35,Phospholipase A2 inhibitory protein",P04083
"1.1.1.-,11-beta-HSD,11-beta-HSD type II,11-beta-HSD2,11-beta-hydroxysteroid dehydrogenase type 2,11-beta-hydroxysteroid dehydrogenase type II,11-DH2,11-HSD type II,HSD11K,NAD-dependent 11-beta-hydroxysteroid dehydrogenase,SDR9C3,Short chain dehydrogenase/reductase family 9C member 3",P80365
"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type I,3-beta-HSD I,3BH,HSDB3A,Trophoblast antigen FDO161G",P14060
"1.13.11.34,5-LO,LOG5",P09917
"DA transporter,DAT1,Solute carrier family 6 member 3",Q01959
"Alpha-1B adrenoceptor,Alpha-1B adrenoreceptor",P35368
"A4,ABPP,AD1,Alzheimer disease amyloid protein,APP,APPI,Cerebral vascular amyloid peptide,CVAP,PN-II,PreA4,Protease nexin-II",P05067
"
    ",P11229
3.2.1.48,P14410
"
    ",P08172
"
    ",P20309
"
    ",P08173
"
    ",P08912
NACRA4,P43681
Neuronal acetylcholine receptor subunit beta-2 precursor,P17787
H1R,P35367
"1.14.99.1,COX-2,COX2,Cyclooxygenase-2,PGH synthase 2,PGHS-2,PHS II,Prostaglandin H2 synthase 2,Prostaglandin-endoperoxide synthase 2",P35354
"1.14.99.1,COX-1,COX1,Cyclooxygenase-1,PGH synthase 1,PGHS-1,PHS 1,Prostaglandin H2 synthase 1,Prostaglandin-endoperoxide synthase 1",P23219
"NR2B1,Nuclear receptor subfamily 2 group B member 1,Retinoid X receptor alpha",P19793
"HH1,Sodium channel protein cardiac muscle subunit alpha,Sodium channel protein type V subunit alpha,Voltage-gated sodium channel subunit alpha Nav1.5",Q14524
H1R,P35367
"Gastric receptor I,H2R",P25021
"ADRA1C,Alpha-1A adrenoceptor,Alpha-1A adrenoreceptor,Alpha-1C adrenergic receptor,Alpha-adrenergic receptor 1c",P35348
"ADRA2R,ADRAR,Alpha-2 adrenergic receptor subtype C10,Alpha-2A adrenoceptor,Alpha-2A adrenoreceptor,Alpha-2AAR",P08913
"5-HT-2,HTR2,Serotonin receptor 2A",P28223
"5-HT-7,5-HT-X,Serotonin receptor 7",P34969
"1.4.3.4,MAO-A,Monoamine oxidase type A",P21397
"1.4.3.4,MAO-B,Monoamine oxidase type B",P27338
GABA(A) receptor subunit alpha-1,P14867
"3.6.3.8,ATP-dependent Ca(2+) pump PMR1,ATPase 2C1,KIAA1347,PMR1L",P98194
"Glycine receptor 48 kDa subunit,Glycine receptor strychnine-binding subunit",P23415
"AMPA-selective glutamate receptor 1,GluA1,GLUH1,GluR-1,GluR-A,GluR-K1,GLUR1,Glutamate receptor ionotropic, AMPA 1",P42261
"Voltage-gated K(+) channel HuKI,Voltage-gated potassium channel HBK1,Voltage-gated potassium channel subunit Kv1.1",Q09470
F-ATPase delta subunit,P30049
"CALM,CALML2,CAM,CAM1,CAM2,CAM3,CAMB,CAMC,CAMIII",P0DP23
GABA(A) receptor subunit alpha-1,P14867
NACRA4,P43681
Neuronal acetylcholine receptor subunit beta-2 precursor,P17787
"HH1,Sodium channel protein cardiac muscle subunit alpha,Sodium channel protein type V subunit alpha,Voltage-gated sodium channel subunit alpha Nav1.5",Q14524
"Orphan nuclear receptor PAR1,Orphan nuclear receptor PXR,Pregnane X receptor,PXR,Steroid and xenobiotic receptor,SXR",O75469
"NR2B2,Nuclear receptor subfamily 2 group B member 2,Retinoid X receptor beta",P28702
"NR2B3,Nuclear receptor subfamily 2 group B member 3,Retinoid X receptor gamma",P48443
"NR1B3,Nuclear receptor subfamily 1 group B member 3,RAR-gamma",P13631
"1.2.1.36,ALDC,Aldehyde dehydrogenase family 1 member A1,Aldehyde dehydrogenase, cytosolic,ALDH-E1,ALDH1,ALHDII,PUMB1,RALDH 1",P00352
"G-protein coupled receptor family C group 5 member A,GPCR5A,PEIG-1,Phorbol ester induced gene 1,RAI3,RAIG-1,RAIG1,Retinoic acid-induced gene 1 protein",Q8NFJ5
"AHC,DAX1,DSS-AHC critical region on the X chromosome protein 1,Nuclear receptor DAX-1",P51843
"1.2.1.36,Aldehyde dehydrogenase family 1 member A2,RALDH 2,RALDH(II),RALDH2,Retinaldehyde-specific dehydrogenase type 2",O94788
"PEIG1,PERG-1,Phorbol ester-induced gene 1 protein,RAR-responsive protein TIG1,Tazarotene-induced gene 1 protein,TIG1",P49788
"NR1B1,Nuclear receptor subfamily 1 group B member 1,RAR-alpha",P10276
"HAP,HBV-activated protein,NR1B2,Nuclear receptor subfamily 1 group B member 2,RAR-beta,RAR-epsilon",P10826
"Tear lipocalin,Tear prealbumin,Tlc,TP,VEG protein,VEGP,Von Ebner gland protein",P31025
"OBPIIa,Odorant-binding protein IIa",Q9NY56
"Plasma retinol-binding protein,PRBP,RBP",P02753
"2.7.11.2,PDHK4,Pyruvate dehydrogenase kinase isoform 4",Q16654
"NR2B1,Nuclear receptor subfamily 2 group B member 1,Retinoid X receptor alpha",P19793
"1.14.-.-,CYP26,Cytochrome P450 retinoic acid-inactivating 1,Cytochrome P450RAI,hP450RAI,P450RAI1,Retinoic acid 4-hydroxylase,Retinoic acid-metabolizing cytochrome",O43174
"1.14.13.-,CYP26A2,Cytochrome P450 26A2,Cytochrome P450 retinoic acid-inactivating 2,Cytochrome P450RAI-2,P450RAI2,Retinoic acid-metabolizing cytochrome",Q9NR63
1.14.-.-,Q6V0L0
"5.3.99.2,Glutathione S-transferase,Glutathione-dependent PGD synthase,Glutathione-requiring prostaglandin D synthase,GST class-sigma,GSTS,H-PGDS,PGDS,Prostaglandin-H2 D-isomerase,PTGDS2",O60760
"1.1.1.28,Respiratory D-lactate dehydrogenase",P06149
"CII-4,CybS,QPs3,SDH4,Succinate dehydrogenase complex subunit D,Succinate-ubiquinone oxidoreductase cytochrome b small subunit,Succinate-ubiquinone reductase membrane anchor subunit",O14521
"1.4.1.3,GDH 1,GLUD",P00367
"ER,ER-alpha,ESR,Estradiol receptor,NR3A1,Nuclear receptor subfamily 3 group A member 1",P03372
"5-HT-3,5-HT3-A,5-HT3R,5-hydroxytryptamine receptor 3,5HT3R,HTR3,Serotonin receptor 3A,Serotonin-gated ion channel receptor",P46098
"ADP-glucose receptor,ADPG-R,HORK3,P2T(AC),P2Y(AC),P2Y(ADP),P2Y(cyc),P2Y12,P2Y12 platelet ADP receptor,SP1999",Q9H244
"
    ",P02359
"
    ",P0AG59
"
    ",P0A7V3
"
    ",P0A7W7
"
    ",P0A7U3
"ALTPRP,ASCR,PRIP,PRP,PrP27-30,PrP33-35C",P04156
"
    ",C9EH48
"3.5.3.15,HL-60 PAD,PAD4,PADI5,PDI5,Peptidylarginine deiminase IV,Protein-arginine deiminase type IV",Q9UM07
"3.4.16.4,D-alanyl-D-alanine endopeptidase,DD-carboxypeptidase,DD-endopeptidase,PBP-4,Penicillin-binding protein 4",P24228
"Basolateral Na-K-Cl symporter,Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 1,NKCC1",P55011
"Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 2,Kidney-specific Na-K-Cl symporter,NKCC2",Q13621
"Electroneutral potassium-chloride cotransporter 2,hKCC2,K-Cl cotransporter 2,KCC2,KIAA1176,Neuronal K-Cl cotransporter",Q9H2X9
"Electroneutral potassium-chloride cotransporter 3,K-Cl cotransporter 3,KCC3",Q9UHW9
"Electroneutral potassium-chloride cotransporter 4,K-Cl cotransporter 4,KCC4",Q9Y666
"Electroneutral potassium-chloride cotransporter 1,Erythroid K-Cl cotransporter 1,hKCC1,KCC1",Q9UP95
"5.99.1.2,DNA topoisomerase I",P11387
"5.99.1.2,TOP1mt",Q969P6
"1.11.1.8,TPO",P07202
"GR,GRL,Nuclear receptor subfamily 3 group C member 1",P04150
"NR3C3,Nuclear receptor subfamily 3 group C member 3,PR",P06401
"1.14.16.2,TH,TYH,Tyrosine 3-hydroxylase",P07101
"3.5.2.6,Penicillinase",P00807
H1R,P35367
"
    ",P08173
"
    ",P11229
"
    ",P08912
"
    ",P08172
"
    ",P20309
H1R,P35367
"S-100 protein alpha chain,S-100 protein subunit alpha,S100 calcium-binding protein A1,S100A",P23297
"CAAF1,CAGC,Calcium-binding protein in amniotic fluid 1,Calgranulin-C,CGRP,EN-RAGE,Extracellular newly identified RAGE-binding protein,Migration inhibitory factor-related protein 6,MRP-6,Neutrophil S100 protein,p6,S100 calcium-binding protein A12",P80511
"S-100 protein beta chain,S-100 protein subunit beta,S100 calcium-binding protein B",P04271
S100 calcium-binding protein A13,Q99584
"CAN19,Protein S-100L,S100 calcium-binding protein A2,S100L",P29034
"GR,GRL,Nuclear receptor subfamily 3 group C member 1",P04150
"PGE receptor EP2 subtype,Prostanoid EP2 receptor",P43116
"PGE receptor EP1 subtype,Prostanoid EP1 receptor",P34995
"Chemoattractant receptor-homologous molecule expressed on Th2 cells,CRTH2,DL1R,G-protein coupled receptor 44,GPR44",Q9Y5Y4
"
    ",P11229
"3.1.1.8,Acylcholine acylhydrolase,Butyrylcholine esterase,CHE1,Choline esterase II,Pseudocholinesterase",P06276
"5.99.1.3,DNA topoisomerase II, alpha isozyme,TOP2",P11388
"5.99.1.3,DNA topoisomerase II, beta isozyme",Q02880
"Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 2,Kidney-specific Na-K-Cl symporter,NKCC2",Q13621
"4.2.1.1,CA-I,CAB,Carbonate dehydratase I,Carbonic anhydrase B,Carbonic anhydrase I",P00915
"4.2.1.1,CA-II,CAC,Carbonate dehydratase II,Carbonic anhydrase C,Carbonic anhydrase II",P00918
"4.2.1.1,CA-IV,Carbonate dehydratase IV,Carbonic anhydrase IV",P22748
"4.2.1.1,CA-IX,CAIX,Carbonate dehydratase IX,Carbonic anhydrase IX,G250,Membrane antigen MN,MN,P54/58N,pMW1,RCC-associated antigen G250,Renal cell carcinoma-associated antigen G250",Q16790
"4.2.1.1,CA-XII,Carbonate dehydratase XII,Carbonic anhydrase XII,Tumor antigen HOM-RCC-3.1.3",O43570
"3.6.3.9,Na(+)/K(+) ATPase alpha-1 subunit,Sodium pump subunit alpha-1",P05023
"BK channel,BKCA alpha,Calcium-activated potassium channel, subfamily M subunit alpha-1,hSlo,K(VCA)alpha,KCa1.1,KCNMA,Maxi K channel,MaxiK,SLO,Slo homolog,Slo-alpha,Slo1,Slowpoke homolog",Q12791
"GP2B,GPalpha IIb,GPIIb,ITGAB,Platelet membrane glycoprotein IIb",P08514
"GP3A,GPIIIa,Platelet membrane glycoprotein IIIa",P05106
"HH1,Sodium channel protein cardiac muscle subunit alpha,Sodium channel protein type V subunit alpha,Voltage-gated sodium channel subunit alpha Nav1.5",Q14524
H1R,P35367
"5-HT-2,HTR2,Serotonin receptor 2A",P28223
"5-HT-1C,5-HT-2C,5-HT1C,5-hydroxytryptamine receptor 1C,HTR1C,Serotonin receptor 2C",P28335
Dopamine D2 receptor,P14416
Dopamine D1 receptor,P21728
"D(2C) dopamine receptor,Dopamine D4 receptor",P21917
"ADRA1C,Alpha-1A adrenoceptor,Alpha-1A adrenoreceptor,Alpha-1C adrenergic receptor,Alpha-adrenergic receptor 1c",P35348
"Alpha-1B adrenoceptor,Alpha-1B adrenoreceptor",P35368
"ADRA1A,Alpha-1A adrenergic receptor,Alpha-1D adrenoceptor,Alpha-1D adrenoreceptor,Alpha-adrenergic receptor 1a",P25100
"
    ",P20309
"
    ",P08912
"
    ",P08172
"
    ",P08173
"
    ",P11229
"
    ",P0A7J6
"3.6.3.44,ATP-binding cassette sub-family B member 1,MDR1,P-glycoprotein 1,PGY1",P08183
"1.4.3.4,MAO-A,Monoamine oxidase type A",P21397
"1.4.3.4,MAO-B,Monoamine oxidase type B",P27338
"1.4.3.21,Copper amine oxidase,HPAO,Semicarbazide-sensitive amine oxidase,SSAO,VAP-1,VAP1,Vascular adhesion protein 1",Q16853
"(S)-3-amino-2-methylpropionate transaminase,2.6.1.19,GABA aminotransferase,GABA transaminase,GABA-AT,GABA-T,GABAT,Gamma-amino-N-butyrate transaminase,L-AIBAT",P80404
"2.6.1.2,AAT1,ALT1,Glutamate pyruvate transaminase 1,Glutamic--alanine transaminase 1,Glutamic--pyruvic transaminase 1,GPT 1,GPT1",P24298
"2.6.1.2,AAT2,ALT2,Glutamate pyruvate transaminase 2,Glutamic--alanine transaminase 2,Glutamic--pyruvic transaminase 2,GPT 2",Q8TD30
EC 4.1.1.15,Q9UGI5
"
    ",P11229
"ER,ER-alpha,ESR,Estradiol receptor,NR3A1,Nuclear receptor subfamily 3 group A member 1",P03372
"ER-beta,ESTRB,NR3A2,Nuclear receptor subfamily 3 group A member 2",Q92731
"Orphan nuclear receptor PAR1,Orphan nuclear receptor PXR,Pregnane X receptor,PXR,Steroid and xenobiotic receptor,SXR",O75469
NACRA4,P43681
"BHLHE75,Class E basic helix-loop-helix protein 75,hTIF2,NCoA-2,SRC2,TIF2,Transcriptional intermediary factor 2",Q15596
"CEPR,Chemoattractant receptor-like 2,CMKRL2,DRY12,FEG-1,Flow-induced endothelial G-protein coupled receptor 1,G protein-coupled estrogen receptor 1,G-protein coupled receptor 30,GPCR-Br,GPER,GPR30,IL8-related receptor DRY12,LYGPR,Lymphocyte-derived G-protein coupled receptor,Membrane estrogen receptor,mER",Q99527
"ATP6,ATPASE6,F-ATPase protein 6,MTATP6",P00846
"Coiled-coil myosin-like BCL2-interacting protein,GT197,Protein GT197",Q14457
"1.1.1.62,17-beta-HSD 2,17-beta-hydroxysteroid dehydrogenase type 2,20 alpha-hydroxysteroid dehydrogenase,20-alpha-HSD,E2DH,EDH17B2,Microsomal 17-beta-hydroxysteroid dehydrogenase,SDR9C2,Short chain dehydrogenase/reductase family 9C member 2,Testosterone 17-beta-dehydrogenase",P37059
"ERR gamma-2,ERR3,ERRG2,Estrogen receptor-related protein 3,KIAA0832,NR3B3,Nuclear receptor subfamily 3 group B member 3",P62508
"1.14.99.1,COX-2,COX2,Cyclooxygenase-2,PGH synthase 2,PGHS-2,PHS II,Prostaglandin H2 synthase 2,Prostaglandin-endoperoxide synthase 2",P35354
"1.14.99.1,COX-1,COX1,Cyclooxygenase-1,PGH synthase 1,PGHS-1,PHS 1,Prostaglandin H2 synthase 1,Prostaglandin-endoperoxide synthase 1",P23219
"
    ",P08172
"
    ",P11229
"
    ",P20309
"
    ",P08173
"
    ",P08912
"3.4.24.7,CLG,Fibroblast collagenase,Matrix metalloproteinase-1,MMP-1",P03956
"3.4.24.24,72 kDa gelatinase,CLG4A,Gelatinase A,Matrix metalloproteinase-2,MMP-2,TBE-1",P08253
"3.4.24.17,Matrix metalloproteinase-3,MMP-3,SL-1,STMY1,Transin-1",P08254
"3.4.24.23,Matrin,Matrix metalloproteinase-7,MMP-7,MPSL1,Pump-1 protease,PUMP1,Uterine metalloproteinase",P09237
"3.4.24.34,CLG1,Matrix metalloproteinase-8,MMP-8,PMNL collagenase,PMNL-CL",P22894
"3.4.24.35,92 kDa gelatinase,92 kDa type IV collagenase,CLG4B,Gelatinase B,GELB,MMP-9",P14780
"3.4.24.22,Matrix metalloproteinase-10,MMP-10,SL-2,STMY2,Transin-2",P09238
"3.4.24.-,Matrix metalloproteinase-11,MMP-11,SL-3,STMY3",P24347
"3.4.24.65,HME,Macrophage elastase,Matrix metalloproteinase-12,ME,MME,MMP-12",P39900
"3.4.24.-,Matrix metalloproteinase-13,MMP-13",P45452
"3.4.24.80,Membrane-type matrix metalloproteinase 1,Membrane-type-1 matrix metalloproteinase,MMP-14,MMP-X1,MT-MMP 1,MT1-MMP,MT1MMP,MTMMP1",P50281
"3.4.24.-,Membrane-type matrix metalloproteinase 2,Membrane-type-2 matrix metalloproteinase,MMP-15,MT-MMP 2,MT2-MMP,MT2MMP,MTMMP2,SMCP-2",P51511
"3.4.24.-,Membrane-type matrix metalloproteinase 3,Membrane-type-3 matrix metalloproteinase,MMP-16,MMP-X2,MMPX2,MT-MMP 3,MT3-MMP,MT3MMP,MTMMP3",P51512
"3.4.24.-,Membrane-type matrix metalloproteinase 4,Membrane-type-4 matrix metalloproteinase,MMP-17,MT-MMP 4,MT4-MMP,MT4MMP,MTMMP4",Q9ULZ9
"3.4.24.-,Matrix metalloproteinase RASI,Matrix metalloproteinase-18,MMP-18,MMP-19,MMP18,RASI",Q99542
"3.4.24.-,Enamel metalloproteinase,Enamelysin,MMP-20",O60882
"3.4.24.-,MMP-21",Q8N119
"3.4.24.-,Femalysin,Matrix metalloproteinase-21,Matrix metalloproteinase-22,MIFR-1,MMP-21,MMP-22,MMP-23,MMP21,MMP22",O75900
"3.4.24.-,Membrane-type matrix metalloproteinase 5,Membrane-type-5 matrix metalloproteinase,MMP-24,MT-MMP 5,MT5-MMP,MT5MMP,MTMMP5",Q9Y5R2
"3.4.24.-,Leukolysin,Membrane-type matrix metalloproteinase 6,Membrane-type-6 matrix metalloproteinase,MMP-25,MMP20,MMPL1,MT-MMP 6,MT6-MMP,MT6MMP,MTMMP6",Q9NPA2
"3.4.24.-,Endometase,Matrilysin-2,MMP-26",Q9NRE1
"3.4.24.-,MMP-27",Q9H306
"3.4.24.-,Epilysin,MMP-28,MMP25",Q9H239
2.7.1.21,P03176
2.7.7.7,P04293
2.7.7.7,P09252
"1.14.99.1,COX-1,COX1,Cyclooxygenase-1,PGH synthase 1,PGHS-1,PHS 1,Prostaglandin H2 synthase 1,Prostaglandin-endoperoxide synthase 1",P23219
"
    ",Q51911
"1.14.99.1,COX-2,COX2,Cyclooxygenase-2,PGH synthase 2,PGHS-2,PHS II,Prostaglandin H2 synthase 2,Prostaglandin-endoperoxide synthase 2",P35354
"1.1.1.44,PGDH",P52209
"3.2.1.-,ACE,DCP,DCP1,Dipeptidyl carboxypeptidase I,Kininase II",P12821
"Frizzled protein, human endometrium,FRPHE,sFRP-4",Q6FHJ7
H1R,P35367
GABA(A) receptor subunit alpha-1,P14867
GABA(A) receptor subunit alpha-2,P47869
GABA(A) receptor subunit alpha-3,P34903
GABA(A) receptor subunit alpha-4,P48169
GABA(A) receptor subunit alpha-5,P31644
GABA(A) receptor subunit alpha-6,Q16445
NACRA4,P43681
NACHRA7,P36544
"AMPA-selective glutamate receptor 2,GluA2,GluR-2,GluR-B,GluR-K2,GLUR2,Glutamate receptor ionotropic, AMPA 2",P42262
"EAA4,Excitatory amino acid receptor 4,GluK2,GluR-6,GLUR6,Glutamate receptor 6",Q13002
GABA(A) receptor subunit alpha-1,P14867
"1.13.11.34,5-LO,LOG5",P09917
"1.14.99.1,COX-2,COX2,Cyclooxygenase-2,PGH synthase 2,PGHS-2,PHS II,Prostaglandin H2 synthase 2,Prostaglandin-endoperoxide synthase 2",P35354
"1.14.99.1,COX-1,COX1,Cyclooxygenase-1,PGH synthase 1,PGHS-1,PHS 1,Prostaglandin H2 synthase 1,Prostaglandin-endoperoxide synthase 1",P23219
"NR1C3,Nuclear receptor subfamily 1 group C member 3,PPAR-gamma",P37231
"2.7.11.10,Conserved helix-loop-helix ubiquitous kinase,I-kappa-B kinase 1,I-kappa-B kinase alpha,IKK1,IKKA,NFKBIKA,Nuclear factor NF-kappa-B inhibitor kinase alpha,TCF-16,TCF16,Transcription factor 16",O15111
"2.7.11.10,I-kappa-B kinase 2,I-kappa-B-kinase beta,IKK2,IKKB,NFKBIKB,Nuclear factor NF-kappa-B inhibitor kinase beta",O14920
"Amino acid transport system xc-,Calcium channel blocker resistance protein CCBR1,Solute carrier family 7 member 11,xCT",Q9UPY5
"2.3.1.9,ACAT,Acetoacetyl-CoA thiolase,MAT,T2",P24752
"5.3.99.5,CYP5,CYP5A1,Cytochrome P450 5A1,TXA synthase",P24557
"3.1.1.4,Group IB phospholipase A2,Phosphatidylcholine 2-acylhydrolase 1B,PLA2,PLA2A,PPLA2",P04054
"AGTR1A,AGTR1B,Angiotensin II type-1 receptor,AT1,AT1AR,AT1BR,AT2R1,AT2R1B",P30556
"ADRA1C,Alpha-1A adrenoceptor,Alpha-1A adrenoreceptor,Alpha-1C adrenergic receptor,Alpha-adrenergic receptor 1c",P35348
"ADRA2R,ADRAR,Alpha-2 adrenergic receptor subtype C10,Alpha-2A adrenoceptor,Alpha-2A adrenoreceptor,Alpha-2AAR",P08913
H1R,P35367
"Gastric receptor I,H2R",P25021
"ADRA2L2,ADRA2RL2,Alpha-2 adrenergic receptor subtype C4,Alpha-2C adrenoceptor,Alpha-2C adrenoreceptor,Alpha-2CAR",P18825
"ADRA2L1,ADRA2RL1,Alpha-2 adrenergic receptor subtype C2,Alpha-2B adrenoceptor,Alpha-2B adrenoreceptor,Alpha-2BAR",P18089
strA,P0A7S3
"Glycoprotein 330,gp330,LRP-2,Megalin",P98164
"6.3.1.5,General stress protein 38,GSP38,outB,Spore outgrowth factor B,Sporulation protein OutB",P08164
1.5.1.3,P00374
"NR1B1,Nuclear receptor subfamily 1 group B member 1,RAR-alpha",P10276
"NR2B2,Nuclear receptor subfamily 2 group B member 2,Retinoid X receptor beta",P28702
"NR1B3,Nuclear receptor subfamily 1 group B member 3,RAR-gamma",P13631
"HAP,HBV-activated protein,NR1B2,Nuclear receptor subfamily 1 group B member 2,RAR-beta,RAR-epsilon",P10826
"D(5) dopamine receptor,D1beta dopamine receptor,Dopamine D5 receptor,DRD1B,DRD1L2",P21918
Dopamine D1 receptor,P21728
"ADRA2L1,ADRA2RL1,Alpha-2 adrenergic receptor subtype C2,Alpha-2B adrenoceptor,Alpha-2B adrenoreceptor,Alpha-2BAR",P18089
"ADRA2L2,ADRA2RL2,Alpha-2 adrenergic receptor subtype C4,Alpha-2C adrenoceptor,Alpha-2C adrenoreceptor,Alpha-2CAR",P18825
"ADRA2R,ADRAR,Alpha-2 adrenergic receptor subtype C10,Alpha-2A adrenoceptor,Alpha-2A adrenoreceptor,Alpha-2AAR",P08913
"Alpha-1B adrenoceptor,Alpha-1B adrenoreceptor",P35368
"ADRA1A,Alpha-1A adrenergic receptor,Alpha-1D adrenoceptor,Alpha-1D adrenoreceptor,Alpha-adrenergic receptor 1a",P25100
"ADRA1C,Alpha-1A adrenoceptor,Alpha-1A adrenoreceptor,Alpha-1C adrenergic receptor,Alpha-adrenergic receptor 1c",P35348
GABA(A) receptor subunit alpha-1,P14867
GABA(A) receptor subunit alpha-2,P47869
GABA(A) receptor subunit alpha-3,P34903
GABA(A) receptor subunit alpha-5,P31644
GABA(A) receptor subunit gamma-1,Q8N1C3
GABA(A) receptor subunit gamma-2,P18507
GABA(A) receptor subunit gamma-3,Q99928
GABA(A) receptor subunit beta-1,P18505
GABA(A) receptor subunit beta-2,P47870
GABA(A) receptor subunit beta-3,P28472
GABA(A) receptor subunit delta,O14764
GABA(A) receptor subunit epsilon,P78334
GABA(A) receptor subunit pi,O00591
"GABA(A) receptor subunit rho-1,GABA(C) receptor",P24046
"GABA(A) receptor subunit rho-2,GABA(C) receptor",P28476
"GABA(A) receptor subunit rho-3,GABA(C) receptor",A8MPY1
GABA(A) receptor subunit alpha-1,P14867
"hMOP,M-OR-1,MOP,MOR1,Mu opiate receptor,Mu opioid receptor",P35372
"
    ",P11229
"
    ",P08172
"1.4.3.4,MAO-A,Monoamine oxidase type A",P21397
"5-HT-2B,Serotonin receptor 2B",P41595
"5-HT-2,HTR2,Serotonin receptor 2A",P28223
"5-HT-1C,5-HT-2C,5-HT1C,5-hydroxytryptamine receptor 1C,HTR1C,Serotonin receptor 2C",P28335
"3.1.1.7,AChE",P22303
"5HT transporter,5HTT,HTT,SERT,Solute carrier family 6 member 4",P31645
Dopamine D1 receptor,P21728
Dopamine D2 receptor,P14416
"
    ",P11229
"3.1.4.53,DPDE4,PDE32",Q07343
"
    ",P30542
"3.1.4.35,CGB-PDE,cGMP-binding cGMP-specific phosphodiesterase,PDE5",O76074
"3.1.4.53,DPDE2,PDE46",P27815
ADORA2,P29274
"3.1.3.5,5'-NT,Ecto-5'-nucleotidase,NT5,NTE",P21589
"hPN3,Peripheral nerve sodium channel 3,PN3,Sodium channel protein type X subunit alpha,Voltage-gated sodium channel subunit alpha Nav1.8",Q9Y5Y9
"Na-Cl cotransporter,Na-Cl symporter,NCC,Thiazide-sensitive sodium-chloride cotransporter,TSC",P55017
"
    ",P08173
"
    ",P11229
"
    ",P08172
"
    ",P20309
Neuronal acetylcholine receptor subunit alpha-2 precursor,Q15822
"
    ",P11229
"1.1.1.205,IMP dehydrogenase 1,IMPD1,IMPDH-I",P20839
"2.7.1.20,Adenosine 5'-phosphotransferase,AK",P55263
"1.1.1.205,IMP dehydrogenase 2,IMPD2,IMPDH-II",P12268
"Large structural protein,Protein L,Replicase,Transcriptase",P26676
"2.7.7.48,PB1,Polymerase basic protein 1,RNA-directed RNA polymerase subunit P1",P16502
"3.1.3.5,Cytosolic 5'-nucleotidase II,NT5B,NT5CP,PNT5",P49902
"E-NPP 1,M6S1,Membrane component chromosome 6 surface marker 1,NPPS,PC1,PDNP1,Phosphodiesterase I/nucleotide pyrophosphatase 1,Plasma-cell membrane glycoprotein PC-1",P22413
"3.4.21.91,NS1",P12823
"1.14.99.1,COX-2,COX2,Cyclooxygenase-2,PGH synthase 2,PGHS-2,PHS II,Prostaglandin H2 synthase 2,Prostaglandin-endoperoxide synthase 2",P35354
"5.3.99.4,CYP8,CYP8A1,Prostaglandin I2 synthase",Q16647
"1.14.99.1,COX-1,COX1,Cyclooxygenase-1,PGH synthase 1,PGHS-1,PHS 1,Prostaglandin H2 synthase 1,Prostaglandin-endoperoxide synthase 1",P23219
"hMOP,M-OR-1,MOP,MOR1,Mu opiate receptor,Mu opioid receptor",P35372
"D-OR-1,OPRD",P41143
"K-OR-1,OPRK",P41145
"3.6.3.44,ATP-binding cassette sub-family B member 1,MDR1,P-glycoprotein 1,PGY1",P08183
"1.14.99.1,COX-2,COX2,Cyclooxygenase-2,PGH synthase 2,PGHS-2,PHS II,Prostaglandin H2 synthase 2,Prostaglandin-endoperoxide synthase 2",P35354
"1.14.99.1,COX-1,COX1,Cyclooxygenase-1,PGH synthase 1,PGHS-1,PHS 1,Prostaglandin H2 synthase 1,Prostaglandin-endoperoxide synthase 1",P23219
"ADRB2R,B2AR,Beta-2 adrenoceptor,Beta-2 adrenoreceptor",P07550
"5.99.1.3,acrB,himB,hisU,nalC,parA,pcbA",P0AES6
"5.99.1.3,Topoisomerase IV subunit A",P0AFI2
GABA(A) receptor subunit beta-2,P47870
GABA(A) receptor subunit beta-3,P28472
"SkM1,Sodium channel protein skeletal muscle subunit alpha,Sodium channel protein type IV subunit alpha,Voltage-gated sodium channel subunit alpha Nav1.4",P35499
"HBSC II,NAC2,SCN2A1,SCN2A2,Sodium channel protein brain II subunit alpha,Sodium channel protein type II subunit alpha,Voltage-gated sodium channel subunit alpha Nav1.2",Q99250
GABA(A) receptor subunit alpha-1,P14867
"4.2.1.1,CA-I,CAB,Carbonate dehydratase I,Carbonic anhydrase B,Carbonic anhydrase I",P00915
"4.2.1.1,CA-II,CAC,Carbonate dehydratase II,Carbonic anhydrase C,Carbonic anhydrase II",P00918
"4.2.1.1,CA-IV,Carbonate dehydratase IV,Carbonic anhydrase IV",P22748
"4.2.1.1,CA-XII,Carbonate dehydratase XII,Carbonic anhydrase XII,Tumor antigen HOM-RCC-3.1.3",O43570
"4.2.1.1,CA-XIV,Carbonate dehydratase XIV,Carbonic anhydrase XIV",Q9ULX7
"4.2.1.1,CA-III,Carbonate dehydratase III,Carbonic anhydrase III",P07451
"4.2.1.1,CA-VII,Carbonate dehydratase VII,Carbonic anhydrase VII",P43166
